         1604690 function calls (1398690 primitive calls) in 20.064 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      361    0.015    0.000    0.035    0.000 wrapper.py:568(wrapperCall)
        2    0.015    0.007    0.059    0.029 __init__.py:2(<module>)
 4960/631    0.014    0.000    4.654    0.007 node.py:182(propagate)
    24003    0.013    0.000    0.015    0.000 {hasattr}
     8339    0.013    0.000    0.024    0.000 defmatrix.py:55(asmatrix)
    53142    0.013    0.000    0.013    0.000 {method 'append' of 'list' objects}
     6504    0.013    0.000    0.100    0.000 defmatrix.py:327(__mul__)
  1458/27    0.012    0.000    0.612    0.023 view.py:126(hitTest)
     3952    0.012    0.000    0.115    0.000 arraydatatype.py:113(from_param)
      180    0.011    0.000    0.207    0.001 shader.py:33(setAttributes)
    16/15    0.011    0.001    0.046    0.003 {__import__}
     6354    0.011    0.000    0.018    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        1    0.011    0.011    0.566    0.566 view.py:11(<module>)
     2224    0.011    0.000    0.018    0.000 shape_base.py:58(atleast_2d)
      667    0.011    0.000    0.014    0.000 baseplatform.py:288(nullFunction)
        1    0.010    0.010    0.034    0.034 __init__.py:15(<module>)
     3248    0.010    0.000    0.012    0.000 node.py:205(<lambda>)
     3672    0.010    0.000    0.010    0.000 {method 'astype' of 'numpy.ndarray' objects}
      447    0.010    0.000    0.434    0.001 scene.py:97(setUniforms)
14338/14279    0.010    0.000    0.013    0.000 {getattr}
     3672    0.010    0.000    0.010    0.000 {numpy.core.multiarray._fastCopyAndTranspose}
     1836    0.009    0.000    0.016    0.000 linalg.py:99(_commonType)
        1    0.009    0.009    0.021    0.021 __init__.py:45(<module>)
     1619    0.009    0.000    0.009    0.000 __init__.py:501(cast)
     1836    0.009    0.000    0.028    0.000 numeric.py:1884(identity)
     1836    0.008    0.000    0.176    0.000 linalg.py:404(inv)
        2    0.008    0.004    0.369    0.185 window.py:1(<module>)
     6203    0.008    0.000    0.010    0.000 arraydatatype.py:28(__call__)
      535    0.008    0.000    0.009    0.000 {method 'reduce' of 'numpy.ufunc' objects}
     4242    0.008    0.000    5.212    0.001 node.py:195(act)
        1    0.008    0.008    0.611    0.611 __init__.py:11(<module>)
      360    0.008    0.000    0.066    0.000 GL_1_5.py:35(glBufferData)
        1    0.008    0.008    0.016    0.016 GL_4_2.py:9(<module>)
      447    0.008    0.000    0.030    0.000 wrapper.py:759(wrapperCall)
      720    0.008    0.000    0.048    0.000 GL_2_0.py:232(glVertexAttribPointer)
      721    0.008    0.000    0.011    0.000 numpymodule.py:38(dataPointer)
        3    0.007    0.002    0.098    0.033 __init__.py:6(<module>)
     5508    0.007    0.000    0.022    0.000 linalg.py:66(_makearray)
     4960    0.007    0.000    0.009    0.000 node.py:136(validate)
     2235    0.007    0.000    0.022    0.000 lists.py:152(dimensions)
        1    0.007    0.007    0.017    0.017 index_tricks.py:1(<module>)
      535    0.007    0.000    0.019    0.000 _methods.py:42(_mean)
        1    0.007    0.007    0.015    0.015 Image.py:27(<module>)
     1836    0.007    0.000    0.022    0.000 linalg.py:139(_fastCopyAndTranspose)
        1    0.007    0.007    0.016    0.016 GL_4_0.py:9(<module>)
      686    0.006    0.000    0.057    0.000 transform.py:12(getTranslMat)
     7731    0.006    0.000    0.009    0.000 numeric.py:1666(isscalar)
     5961    0.006    0.000    0.202    0.000 error.py:182(glCheckError)
     1112    0.006    0.000    0.006    0.000 {numpy.core.multiarray.copyto}
      447    0.006    0.000    0.824    0.002 scene.py:158(frame)
        1    0.006    0.006    0.026    0.026 glget.py:11(<module>)
        1    0.006    0.006    0.012    0.012 GL_3_3.py:9(<module>)
        1    0.006    0.006    0.021    0.021 image.py:1(<module>)
        1    0.006    0.006    0.012    0.012 npyio.py:1(<module>)
        1    0.006    0.006    0.032    0.032 resources.py:3(<module>)
      501    0.006    0.000    0.116    0.000 transform.py:93(getRotZYXMat)
      447    0.006    0.000    0.065    0.000 lists.py:44(from_param)
        1    0.006    0.006    0.007    0.007 FixTk.py:1(<module>)
       12    0.006    0.000    0.006    0.000 {_ctypes.LoadLibrary}
        2    0.006    0.003    0.042    0.021 util.py:11(<module>)
     1616    0.006    0.000    0.015    0.000 strings.py:9(dataPointer)
     6154    0.006    0.000    0.006    0.000 view.py:1075(currentOffset)
3624/1812    0.006    0.000    0.008    0.000 constant.py:13(__new__)
     4447    0.005    0.000    0.005    0.000 node.py:33(contains)
     1021    0.005    0.000    0.017    0.000 baseplatform.py:122(constructFunction)
        1    0.005    0.005    0.020    0.020 urllib2.py:76(<module>)
     2695    0.005    0.000    0.236    0.000 latebind.py:59(__call__)
      206    0.005    0.000    5.242    0.025 node.py:216(change)
     3672    0.005    0.000    0.009    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
      313    0.005    0.000    0.006    0.000 wrapper.py:1386(wrapper)
        1    0.005    0.005    0.006    0.006 arrayprint.py:4(<module>)
        1    0.005    0.005    0.006    0.006 polynomial.py:55(<module>)
     2682    0.005    0.000    0.015    0.000 lists.py:117(dims)
     5508    0.005    0.000    0.013    0.000 numeric.py:252(asarray)
      535    0.004    0.000    0.033    0.000 view.py:677(getCursorCoords)
      447    0.004    0.000    0.029    0.000 transform.py:100(getPerspMat)
        1    0.004    0.004    0.010    0.010 GL_4_1.py:9(<module>)
 1544/193    0.004    0.000    0.012    0.000 copy.py:145(deepcopy)
     4917    0.004    0.000    0.006    0.000 lists.py:109(types)
      271    0.004    0.000    0.005    0.000 function_base.py:3220(add_newdoc)
     1112    0.004    0.000    0.055    0.000 transform.py:6(homogenize)
        2    0.004    0.002    0.007    0.004 function_base.py:1(<module>)
     1836    0.004    0.000    0.006    0.000 linalg.py:127(_to_native_byte_order)
     1416    0.004    0.000    0.004    0.000 node.py:47(__init__)
      501    0.004    0.000    0.033    0.000 transform.py:48(getRotZMat)
     1003    0.004    0.000    0.031    0.000 baseplatform.py:183(createBaseFunction)
     4517    0.004    0.000    0.020    0.000 defmatrix.py:917(getT)
        1    0.004    0.004    0.010    0.010 numeric.py:1(<module>)
    14900    0.004    0.000    0.004    0.000 {method 'get' of 'dict' objects}
        1    0.004    0.004    0.004    0.004 socket.py:45(<module>)
        1    0.004    0.004    0.004    0.004 __init__.py:24(<module>)
      519    0.004    0.000    0.004    0.000 {_warnings.warn}
        1    0.004    0.004    0.006    0.006 __init__.py:38(<module>)
     1133    0.004    0.000    0.004    0.000 {numpy.core.multiarray.empty}
        1    0.004    0.004    0.025    0.025 win32.py:1(<module>)
        1    0.004    0.004    0.004    0.004 shutil.py:5(<module>)
     2974    0.004    0.000    0.008    0.000 wrapper.py:339(calculate_pyArgs)
       10    0.004    0.000    0.005    0.000 collections.py:282(namedtuple)
       62    0.004    0.000    0.013    0.000 __init__.py:47(unpack_constants)
        2    0.004    0.002    0.016    0.008 events.py:1(<module>)
  900/180    0.004    0.000    0.004    0.000 _internal.py:82(_array_descr)
        2    0.003    0.002    0.006    0.003 __init__.py:44(<module>)
        1    0.003    0.003    0.064    0.064 window.py:40(__init__)
     1349    0.003    0.000    0.005    0.000 transform.py:9(inhomogenize)
      943    0.003    0.000    0.003    0.000 {range}
        1    0.003    0.003    0.012    0.012 httplib.py:67(<module>)
   194/35    0.003    0.000    0.008    0.000 sre_parse.py:380(_parse)
     1614    0.003    0.000    0.018    0.000 strings.py:16(from_param)
        1    0.003    0.003    0.004    0.004 __init__.py:4(<module>)
        1    0.003    0.003    0.022    0.022 inspect.py:25(<module>)
     4242    0.003    0.000    0.005    0.000 node.py:30(add)
        1    0.003    0.003    0.004    0.004 case.py:1(<module>)
        1    0.003    0.003    0.086    0.086 GL_1_1.py:9(<module>)
        1    0.003    0.003    0.006    0.006 GL_3_2.py:9(<module>)
        6    0.003    0.001    0.004    0.001 {method 'sub' of '_sre.SRE_Pattern' objects}
        1    0.003    0.003    0.010    0.010 GL_2_0.py:9(<module>)
     1529    0.003    0.000    0.008    0.000 arraydatatype.py:139(asArray)
      667    0.003    0.000    0.003    0.000 baseplatform.py:338(__init__)
        1    0.003    0.003    0.004    0.004 chebyshev.py:87(<module>)
      205    0.003    0.000    4.580    0.022 node.py:246(follow)
        1    0.003    0.003    0.004    0.004 result.py:1(<module>)
      720    0.003    0.000    0.006    0.000 arraydatatype.py:127(voidDataPointer)
     1823    0.003    0.000    0.170    0.000 shape_base.py:228(hstack)
        1    0.003    0.003    0.552    0.552 transform.py:1(<module>)
        1    0.003    0.003    0.004    0.004 hermite.py:59(<module>)
      501    0.003    0.000    0.030    0.000 transform.py:28(getRotXMat)
      356    0.003    0.000    0.003    0.000 __init__.py:119(WINFUNCTYPE)
        1    0.003    0.003    0.004    0.004 laguerre.py:59(<module>)
     1836    0.003    0.000    0.004    0.000 linalg.py:157(_assertSquareness)
      448    0.003    0.000    0.003    0.000 window.py:270(getTime)
      501    0.003    0.000    0.030    0.000 transform.py:38(getRotYMat)
      918    0.003    0.000    0.004    0.000 scene.py:102(getNearPoint)
      811    0.003    0.000    0.128    0.000 latebind.py:33(__call__)
        1    0.003    0.003    0.003    0.003 legendre.py:83(<module>)
        1    0.003    0.003    0.003    0.003 hermite_e.py:59(<module>)
9249/9237    0.003    0.000    0.003    0.000 {issubclass}
      879    0.003    0.000    0.003    0.000 __init__.py:382(__getitem__)
        1    0.003    0.003    0.007    0.007 keyboard.py:1(<module>)
        1    0.003    0.003    0.007    0.007 GL_3_0.py:9(<module>)
      221    0.003    0.000    0.069    0.000 view.py:654(getTranslatedCore)
  242/241    0.003    0.000    0.102    0.000 view.py:273(<lambda>)
     1836    0.003    0.000    0.003    0.000 linalg.py:151(_assertRank2)
      721    0.003    0.000    0.006    0.000 contextdata.py:43(setValue)
      170    0.003    0.000    0.004    0.000 sre_compile.py:208(_optimize_charset)
     1487    0.002    0.000    0.003    0.000 wrapper.py:93(__setattr__)
        1    0.002    0.002    0.003    0.003 __init__.py:88(<module>)
     1510    0.002    0.000    0.003    0.000 copy.py:267(_keep_alive)
        1    0.002    0.002    0.003    0.003 collections.py:1(<module>)
     5508    0.002    0.000    0.004    0.000 linalg.py:71(isComplexType)
   426/32    0.002    0.000    0.008    0.000 sre_compile.py:33(_compile)
        1    0.002    0.002    0.005    0.005 random.py:40(<module>)
     9038    0.002    0.000    0.002    0.000 util.py:52(__call__)
     1112    0.002    0.000    0.012    0.000 numeric.py:120(ones)
        1    0.002    0.002    0.005    0.005 GL_3_1.py:9(<module>)
        1    0.002    0.002    0.004    0.004 mimetools.py:1(<module>)
      521    0.002    0.000    0.029    0.000 transform.py:20(getScalMat)
     1112    0.002    0.000    0.039    0.000 shape_base.py:177(vstack)
      192    0.002    0.000    0.005    0.000 view.py:312(<lambda>)
        1    0.002    0.002    0.002    0.002 utils.py:3(<module>)
     1373    0.002    0.000    0.002    0.000 {_ctypes.byref}
        1    0.002    0.002    0.003    0.003 arraysetops.py:25(<module>)
     3672    0.002    0.000    0.003    0.000 linalg.py:84(_realType)
        1    0.002    0.002    0.006    0.006 ctypesloader.py:5(<module>)
        1    0.002    0.002    0.009    0.009 images.py:14(<module>)
        1    0.002    0.002    0.002    0.002 numeric.py:10(<module>)
        1    0.002    0.002    0.002    0.002 acceleratesupport.py:1(<module>)
        1    0.002    0.002    0.002    0.002 tarfile.py:31(<module>)
      181    0.002    0.000    0.039    0.000 view.py:964(<lambda>)
        1    0.002    0.002    0.004    0.004 arraydatatype.py:1(<module>)
        1    0.002    0.002    0.003    0.003 imaging.py:9(<module>)
        1    0.002    0.002    0.022    0.022 __init__.py:16(<module>)
      206    0.002    0.000    5.214    0.025 node.py:40(act)
      513    0.002    0.000    0.010    0.000 dll.py:70(bind_function)
      193    0.002    0.000    0.037    0.000 view.py:470(getEditState)
     3631    0.002    0.000    0.002    0.000 {method 'split' of 'str' objects}
        1    0.002    0.002    0.002    0.002 tempfile.py:18(<module>)
      692    0.002    0.000    0.115    0.000 node.py:94(dependsOn)
      982    0.002    0.000    0.005    0.000 defmatrix.py:389(tolist)
      622    0.002    0.000    0.017    0.000 genericpath.py:26(isfile)
      180    0.002    0.000    0.027    0.000 shader.py:50(setIndices)
        2    0.002    0.001    0.002    0.001 {nt.urandom}
      535    0.002    0.000    0.021    0.000 defmatrix.py:446(mean)
      447    0.002    0.000    0.004    0.000 arrayhelpers.py:47(__call__)
      721    0.002    0.000    0.013    0.000 numpymodule.py:177(from_param)
     1503    0.002    0.000    0.002    0.000 {math.cos}
        1    0.002    0.002    0.002    0.002 store.py:11(<module>)
        1    0.002    0.002    0.006    0.006 ctypeslib.py:51(<module>)
        1    0.002    0.002    0.018    0.018 GL_1_1.py:1(<module>)
      982    0.002    0.000    0.002    0.000 {method '__array__' of 'numpy.ndarray' objects}
        1    0.002    0.002    0.005    0.005 GL_1_3.py:9(<module>)
        1    0.001    0.001    0.005    0.005 _datasource.py:33(<module>)
        1    0.001    0.001    0.005    0.005 GL_1_2_images.py:9(<module>)
      540    0.001    0.000    0.004    0.000 wrapper.py:174(setPyConverter)
     1722    0.001    0.000    0.002    0.000 sre_parse.py:183(__next)
  622/230    0.001    0.000    0.002    0.000 sre_parse.py:141(getwidth)
     1365    0.001    0.000    0.001    0.000 {math.tan}
        1    0.001    0.001    0.001    0.001 scene.py:3(<module>)
        1    0.001    0.001    0.056    0.056 type_check.py:3(<module>)
        1    0.001    0.001    0.002    0.002 constants.py:5(<module>)
        1    0.001    0.001    0.023    0.023 sprite.py:1(<module>)
     1001    0.001    0.000    0.032    0.000 __init__.py:55(createFunction)
        1    0.001    0.001    0.004    0.004 ebs.py:11(<module>)
     1093    0.001    0.000    0.006    0.000 wrapper.py:370(calculate_cArgs)
      982    0.001    0.000    0.001    0.000 {method 'tolist' of 'numpy.ndarray' objects}
      185    0.001    0.000    0.010    0.000 view.py:236(<lambda>)
        1    0.001    0.001    0.002    0.002 loader.py:1(<module>)
        1    0.001    0.001    0.003    0.003 main.py:1(<module>)
      742    0.001    0.000    0.002    0.000 baseplatform.py:236(checkExtension)
      360    0.001    0.000    0.005    0.000 converters.py:193(__call__)
        1    0.001    0.001    0.002    0.002 haptic.py:1(<module>)
        1    0.001    0.001    0.002    0.002 runner.py:1(<module>)
        1    0.001    0.001    0.001    0.001 linalg.py:10(<module>)
      362    0.001    0.000    0.003    0.000 {reduce}
      535    0.001    0.000    0.002    0.000 _methods.py:32(_count_reduce_items)
     1466    0.001    0.000    0.001    0.000 {_ctypes.POINTER}
        1    0.001    0.001    0.002    0.002 urllib.py:23(<module>)
       12    0.001    0.000    0.020    0.002 util.py:49(find_library)
  784/391    0.001    0.000    0.092    0.000 view.py:100(<lambda>)
        1    0.001    0.001    0.003    0.003 zipfile.py:3(<module>)
      518    0.001    0.000    0.001    0.000 __init__.py:369(__repr__)
        1    0.001    0.001    0.002    0.002 arrayhelpers.py:5(<module>)
        1    0.001    0.001    0.106    0.106 add_newdocs.py:9(<module>)
      193    0.001    0.000    0.010    0.000 copy.py:283(_deepcopy_inst)
        1    0.001    0.001    0.001    0.001 __init__.py:10(<module>)
        1    0.001    0.001    0.001    0.001 hashlib.py:55(<module>)
      491    0.001    0.000    0.001    0.000 node.py:210(<lambda>)
        1    0.001    0.001    0.555    0.555 view.py:1(<module>)
        1    0.001    0.001   20.066   20.066 hello.py:13(<module>)
      447    0.001    0.000    0.101    0.000 scene.py:151(render)
        1    0.001    0.001    0.002    0.002 core.py:21(<module>)
      193    0.001    0.000    0.007    0.000 copy.py:253(_deepcopy_dict)
        1    0.001    0.001    0.001    0.001 platform.py:1018(_syscmd_file)
        1    0.001    0.001    0.003    0.003 framebuffer_object.py:274(<module>)
      430    0.001    0.000    0.002    0.000 wrapper.py:207(setCConverter)
        1    0.001    0.001    0.012    0.012 tokenize.py:23(<module>)
      360    0.001    0.000    0.003    0.000 arraydatatype.py:162(zeros)
        1    0.001    0.001    0.003    0.003 GL_1_4.py:9(<module>)
        1    0.001    0.001    0.004    0.004 polynomial.py:3(<module>)
        1    0.001    0.001    0.002    0.002 GL_1_5.py:9(<module>)
      251    0.001    0.000    0.065    0.000 window.py:114(getAlphabet)
      360    0.001    0.000    0.001    0.000 converters.py:199(oldStyleReturn)
      411    0.001    0.000    0.001    0.000 node.py:213(convert)
       89    0.001    0.000    0.018    0.000 view.py:505(moveCursorHorizontally)
        1    0.001    0.001    0.001    0.001 dis.py:1(<module>)
      722    0.001    0.000    0.003    0.000 arraydatatype.py:117(dataPointer)
      535    0.001    0.000    0.022    0.000 fromnumeric.py:2405(mean)
      354    0.001    0.000    0.001    0.000 baseplatform.py:96(errorChecking)
        1    0.001    0.001    0.001    0.001 shader_image_size.py:13(<module>)
        1    0.001    0.001    0.001    0.001 fragment_layer_viewport.py:22(<module>)
       54    0.001    0.000    0.012    0.000 view.py:60(__init__)
      373    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
        1    0.001    0.001    0.001    0.001 fftpack.py:32(<module>)
        1    0.001    0.001    0.002    0.002 debug.py:118(<module>)
      720    0.001    0.000    0.001    0.000 converters.py:224(getSize)
      775    0.001    0.000    0.001    0.000 contextdata.py:30(getContext)
      504    0.001    0.000    0.049    0.000 view.py:75(<lambda>)
        1    0.001    0.001    0.001    0.001 __init__.py:176(<module>)
     1934    0.001    0.000    0.001    0.000 {max}
       29    0.001    0.000    0.001    0.000 sre_compile.py:259(_mk_bitmap)
        1    0.001    0.001    0.003    0.003 audio.py:1(<module>)
  327/309    0.001    0.000    0.087    0.000 view.py:163(<lambda>)
     4960    0.001    0.000    0.001    0.000 node.py:52(<lambda>)
        1    0.001    0.001    0.003    0.003 decorators.py:15(<module>)
        1    0.001    0.001    0.001    0.001 internalformat_query.py:23(<module>)
        1    0.001    0.001    0.001    0.001 clear_buffer_object.py:24(<module>)
        1    0.001    0.001    0.004    0.004 _internal.py:4(<module>)
     1881    0.001    0.000    0.001    0.000 sre_parse.py:131(__getitem__)
        1    0.001    0.001    0.001    0.001 baseplatform.py:2(<module>)
      207    0.001    0.000    0.056    0.000 view.py:674(<lambda>)
      207    0.001    0.000    0.001    0.000 node.py:27(clear)
        1    0.001    0.001    0.001    0.001 shader_subroutine.py:18(<module>)
      188    0.001    0.000    0.009    0.000 arrayhelpers.py:158(setInputArraySizeType)
        1    0.001    0.001    0.003    0.003 gpu_shader_fp64.py:61(<module>)
      468    0.001    0.000    0.001    0.000 converters.py:28(__init__)
        1    0.001    0.001    0.001    0.001 uniform_buffer_object.py:113(<module>)
      879    0.001    0.000    0.004    0.000 __init__.py:375(__getattr__)
      964    0.001    0.000    0.001    0.000 view.py:36(__init__)
     1001    0.001    0.000    0.001    0.000 __init__.py:39(add_types)
  382/328    0.001    0.000    0.148    0.000 view.py:101(<lambda>)
      336    0.001    0.000    0.001    0.000 ctypesloader.py:58(buildFunction)
        1    0.001    0.001    0.001    0.001 debug_label.py:26(<module>)
        1    0.001    0.001    0.001    0.001 GL_2_1.py:9(<module>)
        1    0.001    0.001    0.001    0.001 vertex_attrib_binding.py:47(<module>)
     3248    0.001    0.000    0.001    0.000 util.py:206(ifExpr)
      361    0.001    0.000    0.001    0.000 numpymodule.py:121(contiguous)
        1    0.001    0.001    0.001    0.001 ES2_compatibility.py:15(<module>)
      447    0.001    0.000    0.001    0.000 view.py:1096(frame)
        1    0.001    0.001    0.001    0.001 blend_func_extended.py:25(<module>)
        1    0.001    0.001    0.001    0.001 gpu_shader5.py:90(<module>)
        1    0.001    0.001    0.001    0.001 events.py:13(EventHandler)
        1    0.001    0.001    0.001    0.001 framebuffer_no_attachments.py:56(<module>)
        1    0.001    0.001    0.001    0.001 vertex_array_object.py:22(<module>)
  302/259    0.001    0.000    0.052    0.000 view.py:76(<lambda>)
        1    0.001    0.001    0.001    0.001 map_buffer_range.py:36(<module>)
        1    0.001    0.001    0.001    0.001 draw_elements_base_vertex.py:66(<module>)
        1    0.001    0.001    0.001    0.001 ES3_compatibility.py:18(<module>)
      522    0.001    0.000    0.042    0.000 view.py:73(<lambda>)
        1    0.001    0.001    0.001    0.001 draw_indirect.py:23(<module>)
        1    0.001    0.001    0.001    0.001 base.py:11(<module>)
        1    0.001    0.001    0.001    0.001 multi_draw_indirect.py:23(<module>)
     1503    0.001    0.000    0.001    0.000 {math.sin}
      368    0.001    0.000    0.003    0.000 __init__.py:1007(getLogger)
        1    0.001    0.001    0.001    0.001 compressed_texture_pixel_storage.py:33(<module>)
        1    0.001    0.001    0.001    0.001 transform_feedback_instanced.py:22(<module>)
        1    0.001    0.001    0.001    0.001 syswm.py:1(<module>)
        1    0.001    0.001    0.001    0.001 shading_language_packing.py:29(<module>)
     2782    0.001    0.000    0.001    0.000 {min}
        1    0.001    0.001    0.001    0.001 zipfile.py:433(_GenerateCRCTable)
        1    0.001    0.001    0.001    0.001 shader_bit_encoding.py:17(<module>)
        1    0.001    0.001    0.001    0.001 conservative_depth.py:25(<module>)
        1    0.001    0.001    0.001    0.001 copy_image.py:30(<module>)
        1    0.001    0.001    0.001    0.001 map_buffer_alignment.py:16(<module>)
        1    0.001    0.001    0.001    0.001 util.py:35(<module>)
      180    0.001    0.000    0.027    0.000 view.py:865(getCursorPosition)
        1    0.001    0.001    0.001    0.001 arrays_of_arrays.py:101(<module>)
       36    0.001    0.000    0.001    0.000 lazywrapper.py:20(wrap)
      368    0.001    0.000    0.001    0.000 threading.py:146(acquire)
        1    0.001    0.001    0.001    0.001 wrapper.py:1(<module>)
   130/32    0.001    0.000    0.008    0.000 sre_parse.py:302(_parse_sub)
      211    0.001    0.000    0.087    0.000 view.py:741(<lambda>)
        1    0.001    0.001    0.001    0.001 sampler_objects.py:38(<module>)
        1    0.001    0.001    0.005    0.005 dll.py:1(<module>)
        1    0.001    0.001    0.001    0.001 texturePacker.py:11(addTexture)
        1    0.001    0.001    0.001    0.001 fromnumeric.py:2(<module>)
      180    0.001    0.000    0.081    0.000 view.py:878(<lambda>)
      326    0.001    0.000    0.001    0.000 ntpath.py:63(join)
        1    0.001    0.001    0.001    0.001 texture_storage.py:31(<module>)
        1    0.001    0.001    0.001    0.001 base_instance.py:29(<module>)
     1083    0.001    0.000    0.001    0.000 wrapper.py:85(__getattr__)
        2    0.001    0.000    0.002    0.001 surface.py:1(<module>)
      206    0.001    0.000    0.002    0.000 util.py:61(getNext)
     54/1    0.001    0.000    0.104    0.104 view.py:98(postInit)
        1    0.001    0.001    0.001    0.001 copy_buffer.py:16(<module>)
     1415    0.001    0.000    0.002    0.000 sre_parse.py:202(get)
        1    0.001    0.001    0.001    0.001 compat.py:3(<module>)
        2    0.001    0.000    0.001    0.000 panel.py:11(<module>)
        1    0.001    0.001    0.001    0.001 numerictypes.py:82(<module>)
      368    0.001    0.000    0.001    0.000 threading.py:186(release)
        1    0.001    0.001    0.001    0.001 defmatrix.py:1(<module>)
       48    0.000    0.000    0.003    0.000 images.py:457(setImageInput)
        1    0.000    0.000    0.027    0.027 __init__.py:18(<module>)
      666    0.000    0.000    0.001    0.000 string.py:158(convert)
        1    0.000    0.000    0.001    0.001 logs.py:6(<module>)
      206    0.000    0.000    0.001    0.000 view.py:325(getHardStartIndex)
      361    0.000    0.000    0.001    0.000 numpymodule.py:113(asArray)
      360    0.000    0.000    0.001    0.000 numpymodule.py:79(zeros)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
      448    0.000    0.000    0.000    0.000 converters.py:249(__call__)
        1    0.000    0.000    0.001    0.001 color.py:3(<module>)
     4151    0.000    0.000    0.000    0.000 {id}
      720    0.000    0.000    0.001    0.000 ctypesparameters.py:99(asArray)
      170    0.000    0.000    0.004    0.000 sre_compile.py:179(_compile_charset)
        1    0.000    0.000    0.004    0.004 video.py:1(<module>)
        1    0.000    0.000    0.002    0.002 vertex_type_2_10_10_10_rev.py:21(<module>)
        6    0.000    0.000    0.000    0.000 {open}
      720    0.000    0.000    0.001    0.000 ctypesparameters.py:35(dataPointer)
        1    0.000    0.000    0.000    0.000 keycode.py:1(<module>)
      411    0.000    0.000    0.000    0.000 util.py:242(getAsTarget)
        1    0.000    0.000    0.023    0.023 draw.py:1(<module>)
        1    0.000    0.000    0.001    0.001 get_program_binary.py:32(<module>)
       16    0.000    0.000    0.000    0.000 __init__.py:78(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 node.py:11(<module>)
        1    0.000    0.000    0.002    0.002 separate_shader_objects.py:84(<module>)
        1    0.000    0.000    0.000    0.000 process.py:35(<module>)
      720    0.000    0.000    0.001    0.000 ctypesparameters.py:29(from_param)
        1    0.000    0.000    0.006    0.006 GL_1_2.py:9(<module>)
       13    0.000    0.000    0.006    0.000 __init__.py:349(__init__)
     1001    0.000    0.000    0.000    0.000 __init__.py:37(types)
       30    0.000    0.000    0.002    0.000 pointers.py:102(wrapPointerFunction)
       89    0.000    0.000    2.605    0.029 view.py:1045(keyDownAny)
        2    0.000    0.000    0.000    0.000 platform.py:11(<module>)
        1    0.000    0.000    0.000    0.000 lists.py:8(<module>)
