	A5554-NY2011-34	B57-NY2011-15	B73-NY2011-32	B76-NY2011-11	B97-NY2011-7	CML103-NY2011-46	CML108-NY2010-61	CML157Q-NY2011-59	CML158Q-NY2011-49	CML228-NY2010-70	CML277-O5P071851A	CML311-NY2010-356	CML322-NNY2011-44	CML341-02F1020	CML69-10A7711251A	CMl333-NY2010-122	F2834T-NY2010-108	F70NY2011-235	H84-NY2011-81	H95-NY2011-79	HP301-NY2011-77	HY-NY2010-93	IL14H-NY2011-131	KY21-NY2010-156	KY228-NY2010-154	Ki11-NY2010-162	Ki3-NY2010-159	Ki44-O4P168551A	M162W-NY2011-115	M37W-NY2010-149	MO17-NY2011-142	MO18W-NY2010-147	MS71-NY2011-101	NC260-NY2011-248	NC350-NY2010-185	NC358-NY2011-143	NC360-NY2011-211	OH40B-NY2010-556	OH43-NY2011-252	OH7B-NY2011-202	P39-NY2010-550	SC357-NY2010-244	T2I16-NY2010-231	TX303-NY2010-235	TZi8-NY2010-566	U267Y-NY2010-589	W22-NY2011-256	W64A-NY2011-215
GRMZM2G004699	2.35733	10.6257	4.66111	2.1183799999999997	10.1106	16.6743	5.0711699999999995	4.41823	18.416	20.279	64.2337	25.6859	8.32772	9.8211	22.8504	74.9065	15.8175	5.78941	19.2138	0.0	12.6516	22.9251	19.215	35.2801	180.71400000000003	11.8407	1.8642299999999998	5.167590000000001	8.3344	25.4347	6.71519	148.424	24.2296	6.69857	15.2934	13.1135	55.835	2.1457200000000003	10.1217	12.0069	21.6197	5.9718800000000005	3.1731	122.09200000000001	7.557119999999999	6.68508	4.661919999999999	9.4582
GRMZM2G004828	3.98924	22.9674	36.2252	22.9316	10.1749	5.58752	93.77	51.308	51.1506	14.8941	3.1169	4.00359	32.6357	16.8897	11.8713	3.8547	6.80848	2.25032	22.5368	0.0	15.4577	32.2111	23.318	16.683	14.1362	22.5504	2.56474	3.7181	13.7305	9.40318	9.73475	29.0682	16.7264	6.99534	6.68583	9.011389999999999	15.1748	9.7175	10.9997	14.7681	22.5989	20.5808	9.10126	21.3066	11.9269	15.8441	29.9011	19.615
GRMZM2G005483	5.48275	10.3212	5.8007599999999995	5.53236	9.958789999999999	9.99117	6.77267	6.31236	7.48068	11.3092	12.309000000000001	8.44853	11.3037	6.8105899999999995	10.4463	10.6636	7.654089999999999	6.17911	7.05559	0.0	15.872	6.918589999999999	9.44383	9.08811	13.360999999999999	8.85374	6.22093	7.1098300000000005	5.21805	10.8098	6.6804	22.0352	8.30542	8.032760000000001	8.22976	6.791289999999999	13.652000000000001	6.50001	7.9627300000000005	6.69965	13.3186	5.70156	7.764410000000001	11.9358	9.66881	4.79033	5.18739	5.58859
GRMZM2G006363	1.64347	2.98089	1.9771900000000002	0.0	4.216880000000001	1.07669	2.8938	0.763181	4.875290000000001	2.64837	2.02342	11.8208	1.73039	2.82397	4.96077	4.37362	1.10794	2.2614	0.0	0.0	3.0896	0.715749	3.65335	4.45258	6.35197	2.67067	0.0	1.54806	1.65068	5.92159	3.70129	0.0	4.997809999999999	1.4399	6.51288	4.52571	4.0458300000000005	2.44841	3.22091	1.85763	4.86048	1.50955	2.62569	5.60974	2.97503	1.7575900000000002	3.32045	2.58018
GRMZM2G010257	46.0238	64.8308	39.7976	31.0497	88.1444	59.5819	110.007	23.1343	51.597	28.1616	0.0	197.24200000000002	50.6199	0.0	78.0282	92.2772	63.5968	52.7493	44.9967	0.0	31.5493	48.218	83.7596	63.4571	105.536	55.0791	54.9666	70.9553	38.7791	70.5411	35.7725	25.4218	65.2593	55.3352	102.325	85.2998	70.359	40.3983	42.2891	114.315	36.6668	62.3171	68.0474	74.8526	92.2674	58.4014	65.0907	55.7485
GRMZM2G010306	4.2481599999999995	5.62082	2.91328	1.77995	4.80411	4.76435	6.00555	3.13651	5.05757	3.50239	2.02113	12.3014	4.12507	4.68764	6.31631	5.10311	2.73495	2.08433	4.115480000000001	0.0	5.1399	2.46583	5.85045	4.19019	8.77463	3.5154199999999998	0.705329	1.7250900000000002	3.08292	7.046889999999999	5.4995	2.10173	5.20477	2.52483	6.93392	6.54486	7.111560000000001	2.33217	6.0262	4.90941	4.9669	2.2928599999999997	3.87874	7.715210000000001	3.57365	1.98951	2.3935299999999997	3.4488300000000005
GRMZM2G010321	88.3315	143.857	117.49700000000001	62.7838	83.7542	102.48	184.954	93.1453	129.94299999999998	139.55700000000002	211.333	141.542	140.458	64.1773	121.654	143.56	123.291	56.0785	190.21400000000003	116.42	110.74799999999999	77.6592	122.11200000000001	86.7076	195.834	128.514	99.3405	115.382	95.7108	179.94099999999997	94.8446	131.05100000000002	184.81099999999998	91.7839	121.57700000000001	143.14700000000002	156.391	94.8712	121.79299999999999	148.738	77.1251	76.8817	127.13	126.45299999999999	129.034	93.9689	116.035	178.33700000000002
GRMZM2G010555	6.23029	11.6888	5.05134	9.509319999999999	4.634930000000001	6.718960000000001	4.08632	12.2172	5.386819999999999	11.1285	6.30168	4.2657	7.120239999999999	7.93775	7.4084	5.050330000000001	8.33275	11.8482	5.60375	0.0	3.3357699999999997	7.38731	10.7797	6.10847	3.93174	13.2186	6.94755	7.511369999999999	18.1468	10.8806	7.11844	7.758719999999999	6.41101	3.31123	5.50263	4.93529	8.74915	5.76306	5.47358	5.088	5.61217	5.695819999999999	5.86698	4.125430000000001	3.6855900000000004	5.25304	5.5667599999999995	3.94648
GRMZM2G010754	29.8536	31.3891	40.171	29.6303	38.5469	25.1667	26.2911	24.5678	25.0092	27.691	32.3389	35.1077	32.986	32.2101	31.9617	36.5967	34.3269	41.4128	27.0731	0.0	27.7583	41.7798	27.4943	31.9978	30.3869	32.7956	26.6932	34.1817	30.4465	28.4965	34.4786	28.0386	37.9509	39.4338	34.8112	33.2214	29.4731	24.3102	22.8089	38.6395	41.6087	21.7693	24.5141	35.243	33.0666	33.8444	41.8042	29.8054
GRMZM2G011615	2.9789	0.0	3.21582	0.0	2.53416	3.3725300000000002	4.0581	3.3521199999999998	2.42023	2.62069	1.50271	7.4486300000000005	1.8758400000000002	1.86348	3.70211	2.97227	2.4725200000000003	2.28076	0.0	0.0	1.61277	0.0	4.96248	4.58115	6.4948	3.1827	1.9792900000000002	2.55611	2.29483	3.4087099999999997	2.16114	3.07515	3.17742	1.94838	2.8666400000000003	4.00325	4.13594	2.0451	3.01373	3.44754	2.58513	2.3677200000000003	2.38898	6.40816	4.41993	2.24747	2.65198	3.1388700000000003
GRMZM2G012233	15.315	23.4736	42.2724	28.951	30.6511	23.3189	20.348	15.8391	16.8919	21.9229	6.609960000000001	12.6395	25.546999999999997	30.7017	7.588760000000001	17.2768	31.4603	33.689	42.2664	0.0	23.8791	26.6491	15.375	22.5772	32.0179	19.9242	5.712680000000001	0.0	16.6149	21.772	21.9956	13.0747	32.1481	24.1409	21.3289	20.7137	13.6768	29.6251	21.0661	34.817	26.2145	4.24379	20.4088	7.25145	15.2596	17.0264	33.6263	19.7054
GRMZM2G013114	72.7421	58.0666	63.7503	66.9622	71.7291	61.2278	47.2942	85.3614	61.342	76.2944	75.10600000000001	60.8726	89.3106	97.5394	48.1857	69.5285	78.7948	76.8567	53.6739	62.8732	52.6625	69.108	58.1469	55.4795	43.6687	54.4824	69.7102	93.6137	63.8757	62.106	76.6821	64.372	54.4092	77.0524	55.9048	59.6968	51.1962	81.6886	62.8089	61.8352	78.4155	73.994	66.2467	66.5297	79.7187	78.4598	65.5245	62.6654
GRMZM2G013236	49.1311	33.8129	35.3169	52.2925	20.6362	75.7123	29.3338	16.0761	28.3479	21.2199	39.0153	16.9551	48.3973	29.2574	31.0108	25.1555	50.4134	20.741999999999997	61.5906	0.0	35.2765	59.1596	59.4549	34.8399	20.5587	35.0675	35.6544	39.4813	45.2839	36.6491	25.1057	33.9874	31.7671	19.5003	30.0843	33.6837	52.8901	35.3399	39.3654	4.7016800000000005	41.2678	56.8601	57.7892	33.1565	22.7514	35.9885	43.6489	60.7352
GRMZM2G015361	18.5965	56.9268	89.7779	31.0859	55.4049	31.3351	58.156000000000006	21.7458	55.0738	33.7465	48.755	38.5185	21.5566	21.2784	25.3971	39.3329	34.4591	24.5693	68.1551	0.0	26.7899	35.4284	75.9682	33.1993	106.948	55.5718	17.1903	21.3346	21.212	23.8972	26.4946	51.0982	19.1062	22.4057	60.607	37.2752	53.5429	54.7504	68.0685	77.1447	32.2857	17.6444	28.1749	33.0026	22.5124	33.3653	19.0711	20.3771
GRMZM2G015520	5.92443	6.19032	5.54718	10.564	1.7954900000000003	15.9446	3.03255	6.930460000000001	2.72265	5.82531	6.5148	0.0	11.9592	9.36088	7.08485	9.62393	8.0105	9.4354	5.61613	0.0	12.4443	3.77351	4.66541	6.04556	5.387630000000001	10.3943	6.76434	3.24328	5.72835	4.6978	4.8369	2.9664099999999998	2.73742	2.5269999999999997	4.15045	2.54777	2.70265	3.3465300000000004	15.6007	0.0	2.7269799999999997	2.85567	2.71152	6.1849	0.0	3.99378	2.6638	3.5996900000000003
GRMZM2G015739	0.0	0.0	29.016	2.69848	0.0	2.58719	0.0	0.0	1.9102400000000002	1.6341299999999999	6.339919999999999	1.82592	0.0	14.0765	25.3608	2.00968	0.0	0.0	0.0	0.0	0.0	19.9995	1.0744	1.54921	5.1253	4.16265	6.41346	0.0	5.1329	13.3418	2.17099	0.0	0.0	1.2967899999999999	0.0	0.8424209999999999	9.700460000000001	2.372	6.23313	0.0	125.17	21.3541	0.0	7.28342	1.6440400000000002	1.66455	11.2966	3.22811
GRMZM2G015875	60.2454	51.3948	51.4302	77.0874	75.6323	73.4353	66.2585	71.9056	71.0563	72.8639	89.2599	59.6917	82.3303	88.2276	57.2293	63.4171	78.6181	72.7153	39.6954	57.3705	75.5101	77.0307	72.2321	78.2131	83.2687	63.8449	67.7118	64.3537	76.0206	69.0642	74.0675	77.6411	60.725	81.1984	67.7402	70.1142	66.1965	42.441	66.811	65.8947	63.5059	56.6445	67.3559	75.9105	80.8633	87.00200000000001	57.7102	68.6152
GRMZM2G017013	30.873	72.8508	56.6839	23.3735	48.4643	54.2817	48.5954	34.1899	38.5987	56.3702	87.54899999999999	27.6989	25.5096	33.5454	54.497	43.4534	53.6425	20.9288	58.5481	41.2388	55.4235	41.4809	50.4919	26.6702	87.2534	57.7349	24.3035	29.9872	18.4056	29.2435	28.4037	65.1068	50.7595	23.6018	48.8614	40.1938	39.7791	28.0268	55.2732	26.7112	49.1377	31.725	33.201	30.0983	24.0078	18.180999999999997	23.6914	48.17100000000001
GRMZM2G017894	3.51359	6.48568	5.00522	3.2721400000000003	2.84686	6.785710000000001	4.52192	4.23468	5.6292800000000005	13.5909	12.2378	10.3631	3.9956	6.10827	8.72058	13.744000000000002	5.95555	1.59896	8.47696	0.0	7.7816600000000005	9.35276	5.11515	6.42908	10.1452	6.28822	2.55963	2.32386	7.137389999999999	7.85837	3.86741	10.7938	6.34579	3.18114	8.83065	4.8970400000000005	11.0779	2.48371	9.30175	5.2264	3.0810299999999997	1.78571	7.3672	11.6061	5.13825	4.26589	2.0209099999999998	6.15123
GRMZM2G017923	33.2632	20.724	27.738000000000003	43.0045	23.738000000000003	32.316	35.551	35.1653	24.9125	33.9213	29.1726	33.3899	35.7425	34.6422	37.5867	31.1689	38.0083	32.8739	23.8249	28.9344	37.418	38.6673	17.7379	26.5616	19.0593	30.4918	31.2256	34.7841	24.2886	34.3556	46.4121	34.2289	23.3214	40.4029	29.980999999999998	35.1854	27.3235	25.4943	23.447	35.2062	30.4061	28.8046	33.8207	30.0257	38.884	46.7146	27.041999999999998	22.1472
GRMZM2G018103	291.041	294.33299999999997	278.932	339.139	210.95	266.974	293.607	313.868	199.295	331.366	227.803	193.956	263.08099999999996	233.497	262.524	253.726	296.05400000000003	286.10400000000004	370.157	210.125	271.964	262.27099999999996	285.983	241.829	249.915	247.00400000000002	222.327	282.7	224.709	312.264	209.91	289.02099999999996	281.961	283.291	177.793	211.92	251.68400000000003	227.86	195.648	218.62400000000002	283.277	354.897	333.717	274.593	238.442	314.789	313.026	314.42900000000003
GRMZM2G018573	13.5469	8.03326	11.2668	8.79718	9.38829	11.1354	10.0663	9.58084	7.668069999999999	9.32618	9.23971	6.54511	8.9398	9.641210000000001	7.03413	8.31475	9.99917	10.5736	11.8486	0.0	9.46808	12.1317	10.259	7.26435	7.88842	8.29467	11.272	9.0812	9.499239999999999	8.47176	8.49349	10.3109	9.00486	11.2065	5.12933	8.47028	9.40121	11.0838	8.74816	9.03524	7.80812	7.8235399999999995	9.53814	8.21778	6.32247	9.96539	10.8728	10.1582
GRMZM2G018595	20.2238	15.6088	16.0113	24.5218	25.396	21.1489	16.7032	24.1806	20.6031	16.0462	20.5691	15.3298	18.180999999999997	14.2572	16.2787	15.5608	17.7089	25.0166	19.1419	17.9464	18.1403	27.5878	35.4261	16.5014	14.39	15.3893	27.7199	18.0348	29.188000000000002	19.5623	28.9731	25.1187	16.6601	31.6497	15.4554	19.3214	30.7725	35.5688	21.189	29.2605	17.9329	25.0963	30.8736	20.6205	24.2336	27.2426	21.4033	20.5818
GRMZM2G018770	46.5963	97.7973	53.8904	42.8911	98.4693	81.3138	92.0325	71.3946	76.0483	40.2309	66.8426	129.725	58.166000000000004	49.8927	68.8146	83.7038	45.7083	58.3115	53.7838	0.0	75.3418	66.063	74.4999	71.6781	139.376	67.0953	76.0831	70.1838	46.4532	82.9515	97.2135	28.9047	107.01700000000001	77.5593	88.9124	79.2959	87.615	75.7355	77.5427	123.16799999999999	84.8858	64.5102	89.6446	89.0752	111.54	76.8379	90.6636	71.9557
GRMZM2G019500	52.5569	61.4577	49.2875	45.3336	70.0168	58.9627	50.6781	47.4364	62.5714	48.7835	58.3307	61.8647	50.9475	47.9828	62.1636	59.4891	42.6274	59.0109	59.4688	49.6648	70.7954	63.1338	72.7538	63.8858	65.1112	59.2874	45.4104	58.097	57.2045	54.347	64.8628	40.7932	81.6225	58.4427	63.6295	58.068999999999996	47.8102	50.6762	65.2915	87.8005	54.32899999999999	49.2796	52.6361	42.9219	55.9122	44.4192	58.726000000000006	58.9161
GRMZM2G019666	4.88869	3.6303699999999997	1.2907	2.89898	1.8531900000000001	2.0264900000000003	5.57943	1.18975	2.2461599999999997	2.12723	9.96159	2.99811	4.46329	4.31997	3.02176	3.14819	2.61444	0.0	3.00989	0.0	5.205	1.18713	1.08504	2.69865	4.76879	3.4282	2.37772	4.61313	2.60736	3.0714599999999996	0.997333	3.28453	2.92822	2.23828	4.12893	3.7530300000000003	2.65271	8.20772	8.060310000000001	1.49865	0.882774	5.1762	2.1631400000000003	2.54925	2.60419	1.8820299999999999	1.83086	3.56586
GRMZM2G020196	15.8295	18.9929	11.0587	9.83934	24.8625	16.6506	13.8083	11.5088	12.3298	16.7054	14.3017	9.269680000000001	10.389000000000001	12.7064	8.292589999999999	17.101	14.0943	12.7513	17.908	32.3937	9.13386	11.6206	14.6449	12.9061	9.32435	13.4985	13.1488	17.9286	13.6371	11.2268	16.4425	14.2827	16.1756	11.6921	13.7593	12.7274	12.53	18.5578	13.7812	12.292	10.1117	15.9964	11.4966	12.1206	10.5089	13.5733	13.4154	15.6358
GRMZM2G020500	15.485	9.02684	23.4943	2.6705799999999997	2.5828900000000004	20.2205	24.4162	7.97605	2.73224	4.30361	7.77237	5.23305	20.3155	7.87833	30.7146	2.43885	11.4902	4.87936	15.5958	0.0	26.0263	6.3195	3.51015	15.3845	9.46372	12.9029	12.5014	7.349	5.60744	6.94722	2.73257	1.95135	5.45861	1.04034	5.28867	7.64485	11.0637	7.92851	11.4803	2.8729299999999998	11.4207	22.1567	9.66823	3.5763800000000003	1.32605	4.27933	16.8451	27.8217
GRMZM2G021470	8.74385	16.1439	8.63107	6.06241	12.7882	17.2409	13.2838	12.2486	10.0603	15.0452	15.2835	18.5953	17.5444	11.8798	14.4843	14.9764	13.3781	11.2669	12.2681	0.0	14.3082	8.40654	11.6498	18.4015	14.0397	9.87439	15.1386	14.7761	6.289680000000001	9.2931	11.0342	8.09602	17.5187	7.787489999999999	14.5243	9.51958	8.42459	11.8745	11.7629	15.56	14.8233	10.4498	9.824910000000001	9.2844	11.1073	9.7041	14.0762	8.09745
GRMZM2G021794	17.7598	88.8599	71.9144	48.5531	69.6268	64.9562	47.8145	31.603	45.3742	69.2646	93.1822	54.1327	61.181000000000004	43.4201	34.6649	54.6865	39.2959	32.9526	89.4367	59.1228	78.9107	65.5511	67.8854	49.3256	108.12	83.7406	36.4911	26.8299	4.91656	29.607	41.4462	71.7885	71.5373	12.9354	98.1064	74.2147	52.1861	85.0378	76.9764	89.7199	26.3942	24.8435	18.8577	57.5685	17.489	14.4616	42.5374	42.7063
GRMZM2G022065	11.4691	16.7342	14.2667	11.6394	26.8293	13.8883	12.6986	12.9357	18.1328	14.4858	9.1208	12.4315	16.9808	11.3129	12.577	13.5555	15.8021	13.8387	14.5958	0.0	13.8335	13.8204	16.0846	16.8505	10.7776	16.6221	14.6083	10.2543	8.92961	11.2933	18.719	13.610999999999999	13.2754	12.8777	14.44	19.8269	16.6541	16.4203	11.7396	16.0363	14.8486	11.8245	11.1919	14.2972	15.0294	9.99367	14.4502	12.8282
GRMZM2G022931	45.0261	118.075	81.7767	33.8109	48.7247	82.7354	89.7258	46.0409	72.3501	116.321	290.612	59.7088	71.0935	79.2415	109.16799999999999	165.014	81.8054	22.3174	143.558	31.8429	136.351	96.1431	56.2396	77.7976	286.14599999999996	122.68299999999999	40.2335	35.4334	28.769000000000002	87.0524	26.9978	235.863	84.67	26.1121	148.08100000000002	69.1321	120.927	65.2011	89.8722	43.7732	39.7083	62.0214	34.8943	124.811	39.7807	43.0265	38.1709	84.8229
GRMZM2G023163	91.197	50.549	56.5283	74.8876	48.0768	56.8165	64.3622	33.909	58.7147	64.9464	55.6478	55.3123	104.568	62.0652	91.639	75.8818	72.4485	98.1978	67.7701	51.3348	94.6117	70.7234	53.3991	67.84	40.4682	77.067	63.6025	57.8177	98.4385	66.8403	92.6339	112.75299999999999	49.3494	89.1677	33.9502	43.6015	56.2224	63.4637	74.0321	33.0661	61.5577	65.1071	51.3199	79.861	64.14399999999999	58.3195	62.7273	68.664
GRMZM2G023438	15.2463	8.64306	12.6137	13.5203	8.910969999999999	10.8141	9.13137	13.9694	11.4895	11.524000000000001	8.94561	10.0997	10.527000000000001	14.6036	10.9265	10.829	14.3107	11.5082	12.7713	0.0	7.975560000000001	16.3098	8.89114	10.2858	10.4525	11.0715	11.2043	11.9102	19.7132	10.7773	15.5383	10.3021	10.0727	9.95458	8.1433	13.5289	11.7639	11.4808	9.07278	11.3973	12.2216	12.2597	9.76292	13.0448	12.578	13.4598	14.527999999999999	9.35759
GRMZM2G023444	10.3789	31.2454	12.9773	5.34896	13.769	10.236	9.03195	18.3536	7.9168899999999995	17.3398	34.5819	10.6597	14.4255	21.3755	12.4609	15.4313	15.3456	11.5863	24.0887	0.0	15.3863	16.0619	22.0891	15.6808	17.904	19.0338	9.4001	12.7748	11.1558	18.4447	6.59612	18.4867	24.554000000000002	4.43535	16.5491	12.2458	14.9013	16.4977	13.6994	8.93851	9.968810000000001	19.8129	21.4832	5.9176	3.71074	14.6716	17.5689	18.1395
GRMZM2G025250	13.1531	11.2849	4.687130000000001	14.9412	8.90857	15.9653	4.45178	11.168	9.37445	13.9696	10.460999999999999	10.4194	22.7126	16.1972	6.39007	15.6383	0.0	11.9061	6.2664599999999995	0.0	7.106260000000001	21.4327	6.7789600000000005	5.53739	4.87563	7.780469999999999	21.2087	19.9746	19.6746	0.0	26.3395	14.8796	4.87893	7.3518300000000005	4.16047	10.1477	4.817019999999999	12.9703	6.45363	6.41205	8.25495	0.0	12.6165	25.0983	10.9115	23.5627	11.4967	10.6168
GRMZM2G025255	11.5407	25.0374	37.9836	26.1245	10.5004	26.76	24.2947	41.0608	8.71575	33.0763	11.8132	7.2699	23.2904	23.8981	26.1725	15.9089	19.0499	27.372	27.9005	0.0	25.195	15.9211	25.7635	29.7883	4.92687	29.5865	27.1195	17.0599	20.0163	26.4882	28.4589	31.6049	8.892330000000001	25.6794	13.3058	20.509	23.0825	11.1526	30.5566	5.906000000000001	88.8012	20.2099	14.1999	15.2383	16.5526	17.3663	57.2704	21.5876
GRMZM2G025992	34.8293	50.0549	44.8325	39.2032	48.0261	40.010999999999996	56.3121	50.8313	52.6114	47.699	43.5699	52.0854	30.4702	32.5683	51.5148	52.6812	40.0538	39.077	53.3402	0.0	38.7089	38.1117	51.7233	41.7727	47.8034	44.1859	33.7373	33.0954	32.1708	46.8341	35.0096	40.6848	45.8452	40.2617	41.9263	35.8922	53.4395	43.3826	45.7913	54.2082	57.098	42.8871	43.6439	53.0938	50.2249	39.1322	49.6795	49.8667
GRMZM2G028397	42.402	15.6896	29.4322	68.4005	29.6135	27.8835	11.7807	20.3798	25.2953	10.8977	14.8051	11.6186	14.1666	56.8176	9.47665	23.5438	8.01913	18.2163	36.3597	44.7155	10.2629	13.6316	10.9385	47.6978	42.0705	39.2449	3.339	40.1845	12.3732	8.1057	28.0523	19.882	9.54455	8.29685	13.7193	13.913	7.646260000000001	48.3364	62.3124	8.15439	7.798989999999999	28.6063	13.1701	14.7157	6.8045800000000005	13.3072	10.0355	13.2837
