   relpix       w1700       w1800       w1900       w2000       w2100       w2200       w2300       w2400       w2500       w2600       w2700       w2800       w2900       w3000       w3100       w3200 
    -42.5  0.00010959  0.00011865  0.00012159  0.00013323  0.00013743  0.00014103  0.00016299  0.00018177  0.00018408   0.0002118  0.00025152  0.00029169  0.00029919  0.00029001  0.00025674  0.00029271 
 -42.1667  0.00011541  0.00012309  0.00012387  0.00014028  0.00014196  0.00014838  0.00016839  0.00018759  0.00019188  0.00022155  0.00026805   0.0003003   0.0003135  0.00028614  0.00026289   0.0003084 
 -41.8333  0.00012144  0.00012741  0.00012711   0.0001461  0.00014679  0.00015777  0.00017496  0.00019179  0.00020178    0.000234  0.00028578   0.0003078    0.000324  0.00028356   0.0002775   0.0003225 
    -41.5  0.00012651  0.00013206  0.00013194  0.00015054  0.00015126  0.00016746  0.00018372   0.0001956  0.00021396  0.00024969   0.0003027   0.0003144   0.0003243  0.00028065  0.00029724   0.0003339 
 -41.1667  0.00013062  0.00013695  0.00013863  0.00015384  0.00015534  0.00017616  0.00019413  0.00020043   0.0002268  0.00026697   0.0003168   0.0003237   0.0003183  0.00027981   0.0003171   0.0003405 
 -40.8333  0.00013476  0.00014136  0.00014679  0.00015699  0.00015984  0.00018345  0.00020409  0.00020721   0.0002385  0.00028518   0.0003276   0.0003381   0.0003132  0.00028614   0.0003348   0.0003411 
    -40.5  0.00013971  0.00014484   0.0001557  0.00016116  0.00016629  0.00019005  0.00021189  0.00021624  0.00025053   0.0003048   0.0003366   0.0003513   0.0003099   0.0003018   0.0003504   0.0003399 
 -40.1667  0.00014529  0.00014781  0.00016425  0.00016662  0.00017559  0.00019722  0.00021747  0.00022791  0.00026565   0.0003252   0.0003438   0.0003552   0.0003072   0.0003234   0.0003627   0.0003417 
 -39.8333  0.00015096  0.00015141  0.00017145   0.0001725  0.00018684  0.00020652  0.00022215  0.00024183  0.00028416   0.0003438   0.0003525   0.0003507   0.0003066   0.0003453    0.000369   0.0003483 
    -39.5  0.00015669  0.00015663  0.00017697  0.00017802  0.00019812   0.0002181  0.00022767  0.00025614   0.0003045   0.0003588    0.000366   0.0003444   0.0003132   0.0003648   0.0003696   0.0003597 
 -39.1667  0.00016278  0.00016395  0.00018117  0.00018312  0.00020799  0.00023022  0.00023523   0.0002697   0.0003261   0.0003699   0.0003813   0.0003405   0.0003297   0.0003819    0.000369   0.0003756 
 -38.8333  0.00016893  0.00017319  0.00018519  0.00018912   0.0002166  0.00024054  0.00024564  0.00028434   0.0003492   0.0003786   0.0003897   0.0003375   0.0003531   0.0003945    0.000372   0.0003924 
    -38.5  0.00017439  0.00018369   0.0001905  0.00019776  0.00022503  0.00024804  0.00025929   0.0003027    0.000372    0.000387   0.0003873   0.0003372   0.0003774   0.0004008   0.0003807   0.0004053 
 -38.1667  0.00017883  0.00019428  0.00019743   0.0002097  0.00023517  0.00025395  0.00027516   0.0003246   0.0003918    0.000399    0.000381   0.0003441   0.0003993   0.0004014   0.0003948   0.0004131 
 -37.8333  0.00018318  0.00020367  0.00020505  0.00022341  0.00024801  0.00026034  0.00029133   0.0003486   0.0004068   0.0004152   0.0003762   0.0003618   0.0004182   0.0004023   0.0004131   0.0004188 
    -37.5  0.00018885  0.00021111  0.00021222  0.00023652  0.00026229  0.00026886   0.0003072   0.0003747   0.0004176   0.0004269   0.0003726   0.0003873   0.0004317   0.0004077   0.0004302   0.0004269 
 -37.1667  0.00019677  0.00021684  0.00021915  0.00024801  0.00027522  0.00028092   0.0003252    0.000402   0.0004266   0.0004281    0.000372   0.0004143   0.0004377   0.0004194   0.0004416   0.0004362 
 -36.8333  0.00020721  0.00022212  0.00022743  0.00025845  0.00028497  0.00029655   0.0003474   0.0004278   0.0004377   0.0004221   0.0003792   0.0004392   0.0004389   0.0004368   0.0004488   0.0004416 
    -36.5  0.00021957  0.00022872  0.00023904  0.00026985   0.0002925   0.0003144   0.0003738   0.0004485   0.0004539   0.0004161   0.0003981   0.0004602   0.0004407   0.0004569   0.0004563   0.0004401 
 -36.1667  0.00023241  0.00023739  0.00025404  0.00028401  0.00029997    0.000333   0.0004032   0.0004635   0.0004692   0.0004122    0.000426   0.0004743   0.0004485   0.0004737   0.0004659   0.0004317 
 -35.8333  0.00024414  0.00024696  0.00027024   0.0003006   0.0003099   0.0003519   0.0004344   0.0004743   0.0004749   0.0004113   0.0004563   0.0004806   0.0004635   0.0004842   0.0004737   0.0004239 
    -35.5  0.00025365   0.0002562  0.00028536   0.0003165   0.0003237   0.0003738   0.0004659   0.0004848   0.0004707   0.0004191   0.0004842   0.0004821   0.0004839   0.0004923   0.0004752   0.0004254 
 -35.1667    0.000261  0.00026526  0.00029874   0.0003294   0.0003417   0.0004014   0.0004938   0.0005001   0.0004644   0.0004395    0.000507    0.000486   0.0005052   0.0005022   0.0004683   0.0004371 
 -34.8333  0.00026769  0.00027627    0.000312    0.000339   0.0003624   0.0004335   0.0005148   0.0005175   0.0004596   0.0004701    0.000522   0.0004965   0.0005208   0.0005124    0.000459   0.0004509 
    -34.5  0.00027591  0.00029118   0.0003276    0.000348    0.000384   0.0004692   0.0005292   0.0005274   0.0004587   0.0005043    0.000528   0.0005151    0.000531   0.0005166   0.0004569   0.0004605 
 -34.1667  0.00028662   0.0003096   0.0003465   0.0003594   0.0004071   0.0005061     0.00054   0.0005259   0.0004665   0.0005358   0.0005301   0.0005379   0.0005406   0.0005112   0.0004665   0.0004692 
 -33.8333  0.00029874   0.0003285    0.000366   0.0003753    0.000435   0.0005418   0.0005541    0.000519   0.0004881   0.0005619   0.0005364   0.0005592    0.000552   0.0005001   0.0004812   0.0004839 
    -33.5   0.0003105   0.0003462   0.0003828    0.000396   0.0004689   0.0005712   0.0005727   0.0005133   0.0005214   0.0005787   0.0005514   0.0005739   0.0005598   0.0004935   0.0004932   0.0005067 
 -33.1667   0.0003228   0.0003627   0.0003951   0.0004197   0.0005085   0.0005916   0.0005871   0.0005121   0.0005592   0.0005853   0.0005742   0.0005847   0.0005583   0.0004995   0.0005034    0.000531 
 -32.8333   0.0003378   0.0003807   0.0004062   0.0004452   0.0005511   0.0006051   0.0005895   0.0005205   0.0005946   0.0005889      0.0006   0.0005961   0.0005475   0.0005142    0.000519    0.000549 
    -32.5   0.0003573   0.0004023   0.0004194   0.0004737   0.0005946   0.0006183   0.0005835   0.0005442   0.0006234   0.0005985   0.0006213   0.0006069   0.0005373   0.0005292   0.0005427   0.0005604 
 -32.1667   0.0003801    0.000426   0.0004377   0.0005082   0.0006336   0.0006369   0.0005769   0.0005811   0.0006414    0.000618   0.0006357   0.0006093   0.0005382   0.0005415   0.0005691   0.0005733 
 -31.8333   0.0004032   0.0004473   0.0004617   0.0005505    0.000663   0.0006552   0.0005748   0.0006234   0.0006492    0.000645    0.000648   0.0006009   0.0005517    0.000558   0.0005892   0.0005952 
    -31.5   0.0004248   0.0004641   0.0004899   0.0005988   0.0006816   0.0006627   0.0005838   0.0006633   0.0006552   0.0006717   0.0006603   0.0005889   0.0005682   0.0005829   0.0006024   0.0006249 
 -31.1667   0.0004464   0.0004782   0.0005205   0.0006501   0.0006954   0.0006591   0.0006093   0.0006951   0.0006696   0.0006918   0.0006669   0.0005859   0.0005829   0.0006111   0.0006171   0.0006549 
 -30.8333   0.0004713   0.0004938   0.0005559   0.0007005   0.0007128   0.0006519   0.0006501   0.0007146   0.0006945   0.0007062   0.0006618    0.000597   0.0006003   0.0006342   0.0006408   0.0006783 
    -30.5   0.0004995   0.0005151   0.0005997   0.0007425   0.0007332   0.0006495   0.0006975   0.0007239   0.0007245   0.0007191   0.0006486   0.0006156   0.0006258   0.0006501   0.0006729   0.0006912 
 -30.1667   0.0005271   0.0005433   0.0006522   0.0007713   0.0007464   0.0006588   0.0007428   0.0007335   0.0007512    0.000729   0.0006405    0.000633   0.0006558   0.0006669   0.0007059   0.0006936 
 -29.8333   0.0005499   0.0005766   0.0007119    0.000789   0.0007467   0.0006867   0.0007779    0.000753   0.0007704   0.0007284    0.000648   0.0006516   0.0006816   0.0006936   0.0007314   0.0006903 
    -29.5   0.0005685   0.0006144   0.0007737   0.0008055   0.0007407    0.000732   0.0007992    0.000783   0.0007851   0.0007164   0.0006666   0.0006771   0.0007005    0.000729   0.0007449   0.0006876 
 -29.1667   0.0005877   0.0006594   0.0008307   0.0008265    0.000738   0.0007857   0.0008112   0.0008157   0.0007977   0.0007044    0.000687    0.000708     0.00072    0.000765   0.0007467   0.0006876 
 -28.8333   0.0006132   0.0007149   0.0008742   0.0008445   0.0007479   0.0008364   0.0008259   0.0008421   0.0008019   0.0007065   0.0007074   0.0007359     0.00075    0.000792   0.0007425   0.0006879 
    -28.5   0.0006465   0.0007818   0.0009009   0.0008505   0.0007782    0.000876   0.0008517   0.0008607   0.0007929   0.0007236   0.0007338   0.0007572   0.0007893   0.0008049   0.0007389   0.0006873 
 -28.1667   0.0006864   0.0008553   0.0009189   0.0008463   0.0008289   0.0009003   0.0008871   0.0008757   0.0007791   0.0007461   0.0007665   0.0007797    0.000828   0.0008052   0.0007374   0.0006921 
 -27.8333   0.0007335   0.0009285   0.0009396   0.0008436   0.0008892   0.0009159   0.0009213   0.0008844   0.0007761   0.0007692   0.0007968   0.0008133   0.0008568   0.0007992   0.0007362   0.0007188 
    -27.5   0.0007911   0.0009906   0.0009612   0.0008538   0.0009471   0.0009366   0.0009468   0.0008802   0.0007908   0.0007974   0.0008211   0.0008562   0.0008694   0.0007944   0.0007362   0.0007767 
 -27.1667   0.0008631   0.0010326   0.0009732   0.0008874   0.0009918   0.0009696   0.0009654   0.0008658   0.0008151   0.0008322   0.0008469   0.0008985   0.0008676    0.000792     0.00075   0.0008493 
 -26.8333   0.0009474   0.0010572   0.0009729   0.0009441     0.00102   0.0010089    0.000978   0.0008577   0.0008415   0.0008658   0.0008844   0.0009288   0.0008601   0.0007905   0.0007938   0.0009087 
    -26.5   0.0010371   0.0010773   0.0009705   0.0010128    0.001041   0.0010431   0.0009792   0.0008679   0.0008718    0.000894   0.0009321   0.0009405   0.0008547   0.0007947   0.0008664   0.0009453 
 -26.1667   0.0011211   0.0011004   0.0009819   0.0010788   0.0010689   0.0010674   0.0009669   0.0008928   0.0009087   0.0009243   0.0009783   0.0009372   0.0008514   0.0008226   0.0009417   0.0009708 
 -25.8333    0.001185   0.0011181   0.0010188   0.0011298   0.0011088   0.0010836   0.0009543   0.0009231   0.0009456   0.0009666   0.0010101   0.0009291   0.0008511   0.0008859   0.0009951   0.0009966 
    -25.5   0.0012234   0.0011229   0.0010827   0.0011634   0.0011508   0.0010902   0.0009588   0.0009573   0.0009777   0.0010197   0.0010209   0.0009231   0.0008652   0.0009699   0.0010284    0.001023 
 -25.1667   0.0012465   0.0011232   0.0011613   0.0011913   0.0011841   0.0010818   0.0009825   0.0009969   0.0010128   0.0010701   0.0010164   0.0009198   0.0009126   0.0010434   0.0010569   0.0010455 
 -24.8333   0.0012699   0.0011364   0.0012375   0.0012282   0.0012066   0.0010671   0.0010161   0.0010368   0.0010608   0.0011028   0.0010074   0.0009243   0.0009951   0.0010914    0.001086   0.0010572 
    -24.5   0.0012918   0.0011778   0.0012963   0.0012741   0.0012183   0.0010653   0.0010545    0.001074   0.0011196   0.0011121   0.0010008    0.000954   0.0010857   0.0011256   0.0011133     0.00105 
 -24.1667   0.0013032   0.0012504   0.0013374   0.0013173   0.0012159   0.0010863   0.0010974   0.0011145   0.0011742   0.0011058   0.0009996   0.0010248   0.0011538    0.001158    0.001131   0.0010272 
 -23.8333    0.001308   0.0013413   0.0013746   0.0013485   0.0012018   0.0011232   0.0011415   0.0011694   0.0012081   0.0010956   0.0010143   0.0011232   0.0011985   0.0011895   0.0011298   0.0010089 
    -23.5   0.0013245   0.0014295   0.0014211   0.0013671    0.001194   0.0011667   0.0011838   0.0012354   0.0012162   0.0010893   0.0010659   0.0012138   0.0012354   0.0012135   0.0011091   0.0010095 
 -23.1667   0.0013719   0.0014994   0.0014718    0.001371   0.0012105   0.0012147   0.0012312   0.0012945   0.0012078   0.0010935   0.0011601   0.0012762   0.0012714   0.0012192   0.0010866   0.0010275 
 -22.8333   0.0014553    0.001551   0.0015138   0.0013599   0.0012489   0.0012645   0.0012939   0.0013293   0.0011964   0.0011256   0.0012681   0.0013209   0.0013017   0.0012024   0.0010815   0.0010581 
    -22.5   0.0015606   0.0015996   0.0015402   0.0013482   0.0012972   0.0013131   0.0013677   0.0013356   0.0011916   0.0012042   0.0013542   0.0013617   0.0013158   0.0011772   0.0010974   0.0010971 
 -22.1667   0.0016641   0.0016545   0.0015513   0.0013587   0.0013509   0.0013683   0.0014319   0.0013245   0.0012066   0.0013194   0.0014133   0.0013983   0.0013053   0.0011658   0.0011286   0.0011355 
 -21.8333   0.0017481   0.0017061   0.0015453   0.0013959   0.0014067     0.00144    0.001467   0.0013125   0.0012633    0.001431    0.001461   0.0014205   0.0012795   0.0011778   0.0011694   0.0011607 
    -21.5   0.0018126   0.0017427    0.001533   0.0014496   0.0014631   0.0015219     0.00147   0.0013128   0.0013716   0.0015129   0.0015048   0.0014172   0.0012627   0.0012084   0.0012111   0.0011643 
 -21.1667   0.0018723    0.001761   0.0015381   0.0015108   0.0015273   0.0015912   0.0014562   0.0013464   0.0015021   0.0015729   0.0015369   0.0013923   0.0012702    0.001251   0.0012393   0.0011472 
 -20.8333   0.0019317   0.0017613   0.0015726   0.0015738   0.0016089   0.0016254   0.0014448   0.0014355   0.0016131   0.0016245   0.0015432   0.0013707   0.0013002   0.0012954   0.0012441   0.0011253 
    -20.5     0.00198   0.0017523   0.0016308   0.0016389   0.0017007   0.0016248   0.0014568    0.001572   0.0016929   0.0016662   0.0015219   0.0013731   0.0013443   0.0013269   0.0012267   0.0011223 
 -20.1667   0.0020079   0.0017535   0.0016998   0.0017133   0.0017745   0.0016083   0.0015189   0.0017118   0.0017556   0.0016824   0.0014958   0.0014019   0.0013917   0.0013332   0.0012054   0.0011532 
 -19.8333   0.0020166   0.0017853   0.0017727   0.0018072   0.0018078   0.0016017   0.0016449   0.0018198   0.0018075   0.0016665   0.0014916   0.0014481   0.0014265   0.0013158   0.0012063   0.0012147 
    -19.5    0.002013   0.0018474   0.0018474   0.0019095   0.0018036   0.0016341   0.0018051   0.0018999   0.0018354   0.0016368   0.0015171   0.0014988   0.0014346   0.0012948   0.0012447   0.0012894 
 -19.1667   0.0020136   0.0019257    0.001935   0.0019884   0.0017868   0.0017346   0.0019482   0.0019638   0.0018279   0.0016245   0.0015642   0.0015366   0.0014178   0.0012996   0.0013149    0.001353 
 -18.8333    0.002043   0.0020094   0.0020436   0.0020199   0.0017922   0.0018984   0.0020553   0.0020049   0.0017976   0.0016449   0.0016182   0.0015459    0.001398   0.0013467   0.0013944    0.001383 
    -18.5   0.0021078    0.002097   0.0021579   0.0020121   0.0018582   0.0020751   0.0021363   0.0020088   0.0017775   0.0016926   0.0016602   0.0015288   0.0014091   0.0014253   0.0014559   0.0013788 
 -18.1667   0.0021963   0.0022002   0.0022413   0.0019989   0.0020055   0.0022197    0.002193   0.0019812   0.0017916   0.0017511   0.0016716   0.0015114   0.0014655   0.0015087   0.0014793   0.0013692 
 -17.8333   0.0022932   0.0023259   0.0022701   0.0020286   0.0022038   0.0023265   0.0022113   0.0019545   0.0018393   0.0017976   0.0016545   0.0015297   0.0015525   0.0015672    0.001473   0.0013848 
    -17.5   0.0023973   0.0024531   0.0022602   0.0021423   0.0023919   0.0024027   0.0021891   0.0019617   0.0019023   0.0018108   0.0016407   0.0015963   0.0016377   0.0015846   0.0014709   0.0014289 
 -17.1667     0.00252   0.0025404   0.0022602   0.0023409   0.0025365   0.0024387   0.0021576   0.0020085    0.001953   0.0017949   0.0016671   0.0016911   0.0016908   0.0015786   0.0014997   0.0014889 
 -16.8333   0.0026661   0.0025659   0.0023295    0.002568   0.0026394   0.0024267    0.002157   0.0020757   0.0019686   0.0017859   0.0017439   0.0017772   0.0017031    0.001587   0.0015552   0.0015723 
    -16.5   0.0028083   0.0025596   0.0025035   0.0027621   0.0026976   0.0023925   0.0022029   0.0021309   0.0019554   0.0018219   0.0018459   0.0018249   0.0017004    0.001629   0.0016308    0.001707 
 -16.1667   0.0028989   0.0025875   0.0027519   0.0029037   0.0027003   0.0023847   0.0022737   0.0021504   0.0019521   0.0019101   0.0019323   0.0018342   0.0017217   0.0016983    0.001746   0.0018972 
 -15.8333   0.0029247   0.0027162       0.003   0.0029907   0.0026679    0.002427   0.0023346   0.0021414   0.0019992   0.0020193   0.0019746   0.0018402    0.001779   0.0017991   0.0019236   0.0020865 
    -15.5   0.0029325   0.0029589    0.003195    0.003015   0.0026532   0.0025014   0.0023595   0.0021447   0.0020997   0.0021048   0.0019848   0.0018774   0.0018684   0.0019578   0.0021357   0.0021969 
 -15.1667    0.003009    0.003252    0.003321   0.0029889   0.0026901   0.0025698   0.0023547   0.0022038   0.0022149   0.0021441   0.0020034   0.0019539    0.002007   0.0021759    0.002301   0.0022125 
 -14.8333    0.003213    0.003513    0.003375   0.0029673   0.0027681   0.0026013    0.002367   0.0023169   0.0022989   0.0021594   0.0020601   0.0020751   0.0022155    0.002388   0.0023634   0.0021906 
    -14.5    0.003531    0.003696    0.003363   0.0029973   0.0028455   0.0026028   0.0024405   0.0024381    0.002337   0.0021939   0.0021645   0.0022644   0.0024585   0.0025107   0.0023538   0.0021765 
 -14.1667    0.003861    0.003792    0.003336    0.003078   0.0028842   0.0026265   0.0025671   0.0025209   0.0023607   0.0022761   0.0023316   0.0025179   0.0026451   0.0025326   0.0023349   0.0021543 
 -13.8333    0.004119    0.003798     0.00336    0.003165   0.0028938    0.002715   0.0026943   0.0025605   0.0024183   0.0024204   0.0025779   0.0027612   0.0027186   0.0025143   0.0023166   0.0021024 
    -13.5    0.004272    0.003774    0.003444    0.003216   0.0029301   0.0028551   0.0027759   0.0026004   0.0025371   0.0026475   0.0028602   0.0029025    0.002715   0.0024957   0.0022725   0.0020529 
 -13.1667    0.004311    0.003792    0.003543    0.003234    0.003036   0.0029859   0.0028224   0.0026901   0.0027387   0.0029466    0.003075    0.002934   0.0026955   0.0024591    0.002217   0.0020685 
 -12.8333    0.004293    0.003876    0.003603    0.003288    0.003186    0.003069   0.0028875   0.0028611    0.003036    0.003231    0.003165   0.0029199   0.0026643   0.0024012   0.0022125   0.0021837 
    -12.5    0.004305    0.003987    0.003642    0.003411    0.003321    0.003132    0.003024    0.003138    0.003369    0.003399    0.003171   0.0028914   0.0026076   0.0023787   0.0023103   0.0023766 
 -12.1667    0.004392    0.004071    0.003714    0.003573    0.003414    0.003234    0.003267    0.003495    0.003624    0.003444    0.003147   0.0028383   0.0025698   0.0024555   0.0025002   0.0025746 
 -11.8333    0.004521    0.004128    0.003852    0.003714    0.003501    0.003438    0.003624    0.003834    0.003738    0.003429    0.003096   0.0027894    0.002625   0.0026382   0.0027117   0.0027048 
    -11.5    0.004629    0.004218    0.004029    0.003822    0.003663    0.003774    0.004029    0.004041     0.00375    0.003387    0.003042   0.0028212   0.0027975   0.0028614   0.0028623   0.0027501 
 -11.1667     0.00471    0.004377    0.004182    0.003957     0.00396    0.004212    0.004338    0.004101    0.003714     0.00333    0.003051   0.0029784     0.00303    0.003033   0.0029214   0.0027444 
 -10.8333    0.004824    0.004566    0.004323    0.004206    0.004404    0.004626    0.004482    0.004083    0.003657    0.003321    0.003189    0.003219    0.003225    0.003108   0.0029193   0.0027216 
    -10.5    0.005004    0.004743     0.00453    0.004623    0.004896    0.004881      0.0045    0.004032     0.00363    0.003435    0.003432    0.003435    0.003318    0.003111   0.0028977   0.0027051 
 -10.1667    0.005214    0.004941    0.004902    0.005166     0.00528    0.004965    0.004461    0.003993     0.00372    0.003675    0.003669    0.003549     0.00333    0.003093   0.0028884    0.002733 
  -9.8333    0.005436    0.005262    0.005451    0.005679    0.005472     0.00495    0.004413    0.004056    0.003948    0.003933    0.003807    0.003573    0.003315     0.00309   0.0029325   0.0028626 
     -9.5    0.005727    0.005784    0.006075    0.006012    0.005505    0.004902    0.004449    0.004269    0.004227    0.004101    0.003849    0.003564    0.003324    0.003153     0.00309    0.003144 
  -9.1667    0.006204    0.006474     0.00657    0.006132    0.005466    0.004914    0.004647    0.004563    0.004425    0.004161    0.003849    0.003585    0.003405    0.003345    0.003414     0.00357 
  -8.8333    0.006912    0.007137    0.006822     0.00612    0.005463    0.005088    0.004953    0.004797    0.004509     0.00417    0.003882    0.003693    0.003636    0.003714    0.003885     0.00405 
     -8.5    0.007713    0.007569    0.006876    0.006108    0.005613      0.0054     0.00522    0.004908    0.004536    0.004221     0.00402    0.003969    0.004056     0.00423    0.004392    0.004449 
  -8.1667    0.008355     0.00774    0.006873    0.006237    0.005925    0.005703    0.005364    0.004956    0.004608    0.004395    0.004347    0.004449    0.004626     0.00477    0.004809    0.004743 
  -7.8333    0.008706    0.007773    0.006978    0.006543    0.006264    0.005886    0.005436    0.005055     0.00483    0.004788    0.004902    0.005079    0.005205    0.005214    0.005139    0.005046 
     -7.5    0.008823    0.007863    0.007275    0.006912    0.006495       0.006     0.00558     0.00534    0.005301    0.005427    0.005598      0.0057    0.005685    0.005601    0.005523     0.00549 
  -7.1667    0.008919    0.008148    0.007677    0.007206    0.006666    0.006204    0.005943    0.005907    0.006036    0.006201    0.006279    0.006246    0.006162    0.006099    0.006081    0.006081 
  -6.8333    0.009207    0.008601    0.008055    0.007458    0.006945    0.006663    0.006627    0.006759    0.006912    0.006972    0.006927    0.006852    0.006801    0.006783    0.006768    0.006714 
     -6.5    0.009717    0.009075    0.008412    0.007851    0.007542    0.007506    0.007638    0.007776    0.007812    0.007755     0.00768    0.007632    0.007596    0.007536    0.007422    0.007257 
  -6.1667    0.010326    0.009579    0.008955    0.008613    0.008562    0.008679     0.00879    0.008802    0.008733    0.008655    0.008592    0.008517    0.008391    0.008205    0.007971    0.007722 
  -5.8333    0.010977    0.010278    0.009894    0.009825    0.009927     0.01002     0.01002    0.009948    0.009861    0.009768    0.009633    0.009426    0.009159    0.008862    0.008583    0.008358 
     -5.5    0.012021    0.011604    0.011529    0.011625    0.011703    0.011691    0.011607    0.011487    0.011325    0.011094    0.010785    0.010425    0.010068    0.009762    0.009543    0.009411 
  -5.1667    0.013863     0.01377    0.013851    0.013908    0.013863    0.013731    0.013533    0.013251    0.012879    0.012441    0.011988    0.011574    0.011247    0.011016    0.010869    0.010767 
  -4.8333    0.016185     0.01626    0.016299    0.016212    0.016005    0.015687    0.015258     0.01473    0.014163    0.013629    0.013179    0.012828     0.01257    0.012369    0.012183     0.01197 
