   relpix       w1700       w1800       w1900       w2000       w2100       w2200       w2300       w2400       w2500       w2600       w2700       w2800       w2900       w3000       w3100       w3200 
     -4.5    0.019023    0.018996    0.018807    0.018453    0.017943     0.01731    0.016608    0.015912    0.015297    0.014796    0.014403    0.014079    0.013779    0.013467    0.013113    0.012717 
  -4.1667    0.022269    0.021918    0.021339    0.020571    0.019683    0.018774    0.017931    0.017205    0.016605    0.016101    0.015642    0.015192    0.014718    0.014223    0.013716    0.013221 
  -3.8333    0.025554     0.02466    0.023574     0.02241    0.021285    0.020277    0.019416    0.018672    0.018009    0.017379    0.016761    0.016146    0.015549    0.014994    0.014508    0.014112 
     -3.5    0.028542    0.027063    0.025569    0.024183    0.022962    0.021906    0.020982    0.020139    0.019353    0.018621    0.017949    0.017361    0.016881    0.016521     0.01629    0.016191 
  -3.1667     0.03114    0.029289    0.027606    0.026139    0.024867    0.023754    0.022773    0.021906    0.021168    0.020571     0.02013    0.019857    0.019746    0.019791    0.019971    0.020274 
  -2.8333     0.03381      0.0318     0.03012    0.028674    0.027474     0.02649    0.025716    0.025155    0.024807    0.024666    0.024723     0.02496    0.025353    0.025878    0.026517    0.027252 
     -2.5     0.03741     0.03561     0.03417     0.03309     0.03231     0.03186     0.03165     0.03171     0.03198     0.03246     0.03312      0.0339      0.0348     0.03576     0.03681     0.03792 
  -2.1667     0.04398     0.04281     0.04212     0.04179     0.04179     0.04206      0.0426     0.04335     0.04422     0.04524     0.04632     0.04746     0.04866     0.04986     0.05106     0.05226 
  -1.8333     0.05673     0.05661     0.05688     0.05742      0.0582     0.05916     0.06024     0.06138     0.06258     0.06378     0.06498     0.06615     0.06726     0.06831     0.06927     0.07014 
     -1.5      0.0795     0.08049     0.08163     0.08286     0.08418     0.08547     0.08679     0.08802     0.08919      0.0903     0.09129     0.09219       0.093     0.09369     0.09429      0.0948 
  -1.1667     0.11646     0.11865     0.12072     0.12264     0.12441     0.12603     0.12747     0.12879     0.12993     0.13095     0.13182      0.1326     0.13329     0.13386      0.1344     0.13488 
  -0.8333     0.17049     0.17445     0.17793     0.18096     0.18357     0.18582     0.18777     0.18945     0.19086     0.19206     0.19308     0.19392     0.19467      0.1953     0.19587     0.19638 
     -0.5     0.23397     0.24024     0.24555     0.25008     0.25389     0.25707     0.25968     0.26181     0.26355      0.2649     0.26595      0.2667     0.26721     0.26754     0.26766     0.26766 
  -0.1667     0.28107     0.28899     0.29565      0.3012      0.3057      0.3096      0.3126       0.315      0.3168       0.318      0.3189      0.3192      0.3192      0.3189      0.3186      0.3177 
   0.1667     0.28371     0.29142     0.29787      0.3033      0.3075      0.3111      0.3141      0.3162       0.318      0.3189      0.3198      0.3201      0.3201      0.3198      0.3192      0.3183 
      0.5     0.24078     0.24657     0.25146     0.25554     0.25893     0.26172     0.26394     0.26574     0.26712     0.26817     0.26889     0.26937     0.26967     0.26976      0.2697     0.26949 
   0.8333     0.17877     0.18228     0.18537     0.18807     0.19035     0.19227     0.19389     0.19521     0.19629     0.19716     0.19785     0.19839     0.19881     0.19914     0.19941     0.19965 
   1.1667     0.12381     0.12558     0.12735     0.12909     0.13071     0.13221     0.13356     0.13476     0.13578     0.13665     0.13734     0.13794     0.13839     0.13878     0.13908     0.13932 
      1.5     0.08544     0.08583     0.08655     0.08754     0.08868     0.08991      0.0912     0.09249     0.09372     0.09489     0.09594     0.09687     0.09768     0.09837     0.09894     0.09939 
   1.8333     0.06189     0.06114     0.06084      0.0609     0.06132     0.06201     0.06294     0.06402     0.06525     0.06651      0.0678     0.06909     0.07035     0.07155     0.07263     0.07365 
   2.1667     0.04836     0.04686     0.04575       0.045     0.04458     0.04449     0.04467     0.04515     0.04584     0.04671     0.04776      0.0489     0.05016     0.05145     0.05277     0.05412 
      2.5     0.04047     0.03864     0.03717     0.03597     0.03501     0.03429     0.03381     0.03357     0.03357     0.03378      0.0342      0.0348     0.03558     0.03648      0.0375     0.03861 
   2.8333     0.03564      0.0336     0.03195      0.0306    0.029499    0.028551    0.027747    0.027084    0.026577    0.026241    0.026082      0.0261    0.026283    0.026622    0.027096    0.027693 
   3.1667     0.03246     0.03036    0.028539    0.027057    0.025872    0.024909    0.024087    0.023352    0.022689    0.022101    0.021606    0.021228    0.020979    0.020862    0.020877    0.021015 
      3.5     0.02988    0.028119    0.026343    0.024723    0.023364    0.022287    0.021441    0.020745    0.020139    0.019575    0.019038    0.018534    0.018084    0.017703    0.017415    0.017223 
   3.8333    0.027024    0.025962    0.024636     0.02319    0.021774    0.020523    0.019509    0.018717    0.018108     0.01761    0.017169     0.01674    0.016314    0.015888    0.015486    0.015123 
   4.1667    0.023724    0.023328    0.022653    0.021723    0.020607    0.019425    0.018303    0.017337    0.016569    0.015984     0.01554    0.015177     0.01485    0.014526     0.01419    0.013842 
      4.5    0.020322    0.020355    0.020196    0.019806    0.019197     0.01839    0.017454    0.016485    0.015594     0.01485    0.014271    0.013839    0.013515    0.013257    0.013023    0.012786 
   4.8333    0.017205    0.017379     0.01752    0.017511    0.017328    0.016968    0.016437    0.015747    0.014967     0.01419    0.013494    0.012921    0.012486    0.012162    0.011922     0.01173 
   5.1667    0.014706    0.014736    0.014952    0.015162    0.015246    0.015186       0.015     0.01467     0.01419    0.013593    0.012942    0.012309    0.011757     0.01131    0.010971    0.010719 
      5.5    0.012798    0.012525    0.012555    0.012774    0.013005    0.013137    0.013146    0.013062    0.012876    0.012573    0.012147    0.011631    0.011091    0.010587    0.010155     0.00981 
   5.8333    0.011214    0.010734    0.010497    0.010524     0.01074    0.010995    0.011163    0.011223    0.011208    0.011127    0.010968    0.010695     0.01032    0.009891    0.009456    0.009063 
   6.1667    0.010146    0.009597    0.009186    0.008967    0.008973    0.009171    0.009426    0.009615    0.009699    0.009714    0.009693    0.009618    0.009462     0.00921    0.008883     0.00852 
      6.5    0.009339     0.00882    0.008367    0.008028    0.007833     0.00783    0.008007    0.008259    0.008463    0.008565    0.008595    0.008595    0.008574    0.008496     0.00834      0.0081 
   6.8333    0.008628    0.008175    0.007719    0.007338    0.007059    0.006888    0.006873    0.007035    0.007287    0.007512    0.007638    0.007683    0.007695    0.007701    0.007686    0.007605 
   7.1667    0.008049    0.007647    0.007239    0.006831    0.006516    0.006279    0.006117    0.006084    0.006216    0.006456     0.00669    0.006837    0.006891    0.006909     0.00693    0.006945 
      7.5    0.007641    0.007158    0.006825    0.006453    0.006102    0.005847    0.005652    0.005502    0.005448    0.005544    0.005763       0.006    0.006159    0.006219    0.006231    0.006246 
   7.8333    0.007461    0.006777    0.006423    0.006132     0.00579     0.00549    0.005283    0.005127    0.004989    0.004923    0.004992    0.005187    0.005421    0.005586    0.005658    0.005667 
   8.1667    0.007386    0.006567    0.006063    0.005799    0.005541    0.005232    0.004971    0.004809     0.00468    0.004554    0.004479    0.004521    0.004695     0.00492      0.0051    0.005184 
      8.5    0.007227    0.006501    0.005832    0.005466    0.005262    0.005031    0.004752     0.00453    0.004404    0.004302    0.004185    0.004098    0.004119    0.004263    0.004479    0.004668 
   8.8333    0.006876    0.006429    0.005757    0.005229    0.004965      0.0048    0.004587    0.004335    0.004149    0.004056    0.003975    0.003867    0.003774    0.003768    0.003888    0.004086 
   9.1667    0.006372    0.006201    0.005724    0.005127    0.004728    0.004536    0.004401      0.0042    0.003972    0.003816    0.003747    0.003687    0.003591    0.003492    0.003468    0.003558 
      9.5    0.005787    0.005826    0.005589    0.005106    0.004602    0.004305    0.004167     0.00405    0.003867    0.003657    0.003525     0.00348    0.003435    0.003345    0.003243    0.003204 
   9.8333    0.005187    0.005385    0.005313     0.00504    0.004569    0.004161    0.003948    0.003846    0.003747    0.003573    0.003381    0.003273    0.003243     0.00321    0.003126    0.003024 
  10.1667    0.004668    0.004905    0.004968    0.004845    0.004542     0.00411    0.003792    0.003636    0.003564    0.003477    0.003312    0.003135    0.003048    0.003036    0.003009   0.0029313 
     10.5    0.004332    0.004413    0.004602    0.004566    0.004425    0.004098     0.00372     0.00348    0.003366    0.003318    0.003237    0.003078   0.0029169     0.00285   0.0028491   0.0028311 
  10.8333    0.004167    0.004008    0.004203    0.004275      0.0042    0.004041    0.003708     0.00339     0.00321    0.003129    0.003096    0.003021   0.0028653   0.0027237   0.0026727   0.0026817 
  11.1667    0.004071    0.003759    0.003798    0.003972    0.003945    0.003876     0.00369    0.003366    0.003114   0.0029772   0.0029187   0.0029013   0.0028242   0.0026772     0.00255   0.0025134 
     11.5    0.003981    0.003642     0.00348    0.003636    0.003708    0.003648    0.003585    0.003366    0.003072    0.002877   0.0027696   0.0027348   0.0027213    0.002649   0.0025074   0.0023937 
  11.8333    0.003906     0.00357    0.003291      0.0033    0.003459    0.003438     0.00339    0.003312    0.003072   0.0028224   0.0026706   0.0025887   0.0025656   0.0025635   0.0024897   0.0023535 
  12.1667    0.003882    0.003489    0.003207    0.003042    0.003168    0.003255    0.003189    0.003162    0.003054   0.0028101   0.0026094   0.0024918   0.0024228   0.0024186   0.0024198   0.0023448 
     12.5    0.003903     0.00342     0.00315   0.0029025   0.0028878    0.003039     0.00303   0.0029688   0.0029571    0.002811   0.0025827   0.0024282   0.0023295    0.002277    0.002286   0.0022905 
  12.8333    0.003942    0.003396    0.003081   0.0028416   0.0026841   0.0027831   0.0028806   0.0028107   0.0027861   0.0027615   0.0025848   0.0023892   0.0022689   0.0021837   0.0021459    0.002169 
  13.1667    0.003939    0.003417    0.003015   0.0027984   0.0025791   0.0025461    0.002685   0.0026949   0.0026184   0.0026283   0.0025701    0.002382    0.002223   0.0021267   0.0020511   0.0020304 
     13.5    0.003831    0.003456   0.0029898   0.0027372   0.0025359    0.002385   0.0024582   0.0025638    0.002505   0.0024588   0.0024828   0.0023853   0.0022026   0.0020796   0.0019974    0.001932 
  13.8333    0.003612    0.003483    0.003009   0.0026748   0.0025011   0.0023064   0.0022602   0.0023841   0.0024162   0.0023292   0.0023298   0.0023406   0.0022089   0.0020478   0.0019533   0.0018798 
  14.1667    0.003378    0.003432    0.003045    0.002649   0.0024462   0.0022749    0.002133   0.0021849   0.0022941    0.002253   0.0021828   0.0022191   0.0021963   0.0020469   0.0019143   0.0018411 
     14.5    0.003246     0.00327    0.003084   0.0026643   0.0023871   0.0022479   0.0020733   0.0020208   0.0021267    0.002178   0.0020952    0.002067   0.0021147   0.0020526   0.0019011      0.0018 
  14.8333    0.003243    0.003045    0.003078   0.0026985   0.0023595   0.0022005   0.0020511   0.0019197   0.0019527   0.0020595   0.0020445    0.001956   0.0019749   0.0020097    0.001911   0.0017742 
  15.1667    0.003309   0.0028695   0.0029745   0.0027381   0.0023721   0.0021435   0.0020313   0.0018741   0.0018162    0.001905   0.0019737   0.0019032   0.0018441   0.0018966    0.001899   0.0017784 
     15.5    0.003354   0.0028038   0.0027828   0.0027588   0.0024036   0.0021126   0.0019902   0.0018585   0.0017358   0.0017535   0.0018576   0.0018651   0.0017721   0.0017577   0.0018219    0.001785 
  15.8333    0.003294   0.0028356   0.0025893   0.0027057   0.0024408   0.0021228   0.0019353   0.0018438   0.0017019   0.0016407   0.0017154   0.0017934   0.0017442    0.001659   0.0016929   0.0017436 
  16.1667    0.003099   0.0029061   0.0024714   0.0025587   0.0024738   0.0021519   0.0019014   0.0018078    0.001692   0.0015771   0.0015843   0.0016797   0.0017088   0.0016203   0.0015732   0.0016386 
     16.5   0.0028113   0.0029388   0.0024519   0.0023718   0.0024606    0.002184    0.001908    0.001755   0.0016815   0.0015525   0.0014913   0.0015507   0.0016335   0.0016053   0.0015108   0.0015114 
  16.8333   0.0025239   0.0028695   0.0025029   0.0022236   0.0023598   0.0022203    0.001935   0.0017187   0.0016503   0.0015471   0.0014415   0.0014385    0.001524   0.0015669   0.0014958   0.0014226 
  17.1667   0.0023061   0.0026847   0.0025686   0.0021564   0.0021948    0.002235   0.0019623   0.0017211   0.0016002   0.0015402   0.0014235   0.0013623   0.0014079   0.0014895   0.0014829   0.0013926 
     17.5   0.0021831   0.0024333   0.0025875   0.0021684   0.0020352   0.0021774   0.0019959   0.0017478   0.0015609   0.0015135   0.0014214    0.001323   0.0013119   0.0013866   0.0014382   0.0013905 
  17.8333   0.0021327     0.00219   0.0025131   0.0022269   0.0019329   0.0020439   0.0020259   0.0017736   0.0015585   0.0014658   0.0014172   0.0013095   0.0012495   0.0012834   0.0013602   0.0013737 
  18.1667   0.0021027   0.0020091   0.0023415   0.0022836   0.0019035   0.0018888   0.0020049   0.0018018    0.001584   0.0014238   0.0013938   0.0013098   0.0012183   0.0012009   0.0012654    0.001323 
     18.5    0.002055    0.001908   0.0021213   0.0022902   0.0019335    0.001767   0.0019071   0.0018366   0.0016101    0.001416   0.0013482   0.0013086   0.0012087    0.001149   0.0011748   0.0012462 
  18.8333   0.0019845    0.001869   0.0019152   0.0022122   0.0019914   0.0017034   0.0017673   0.0018426   0.0016335   0.0014394   0.0013035   0.0012891   0.0012108   0.0011241   0.0011043   0.0011595 
  19.1667    0.001899   0.0018504   0.0017634   0.0020535   0.0020379   0.0017001   0.0016395   0.0017796   0.0016662   0.0014664   0.0012906   0.0012462   0.0012123   0.0011175   0.0010608   0.0010791 
     19.5   0.0017979   0.0018183   0.0016782   0.0018609   0.0020346   0.0017391   0.0015534   0.0016608    0.001689   0.0014865   0.0013116      0.0012   0.0011964   0.0011214   0.0010407   0.0010179 
  19.8333   0.0016686   0.0017634   0.0016467   0.0016863   0.0019554   0.0017919    0.001518   0.0015351   0.0016581   0.0015144   0.0013398   0.0011817   0.0011565   0.0011247   0.0010365    0.000981 
  20.1667   0.0015231   0.0016995   0.0016365   0.0015579   0.0018099   0.0018279   0.0015303   0.0014373   0.0015648   0.0015456   0.0013578   0.0011997     0.00111   0.0011121   0.0010413   0.0009648 
     20.5   0.0014028   0.0016308   0.0016146   0.0014844   0.0016416   0.0018162   0.0015717   0.0013788   0.0014481   0.0015414   0.0013791   0.0012291   0.0010875   0.0010749   0.0010458   0.0009621 
  20.8333   0.0013398   0.0015408    0.001572   0.0014592   0.0014931   0.0017367   0.0016179   0.0013635   0.0013473   0.0014751   0.0014118   0.0012474    0.001101   0.0010287   0.0010356   0.0009675 
  21.1667   0.0013302   0.0014214    0.001521   0.0014541   0.0013839   0.0016032   0.0016446   0.0013857   0.0012753    0.001371   0.0014268    0.001263    0.001131   0.0010023   0.0010017   0.0009729 
     21.5   0.0013398   0.0012984   0.0014724   0.0014397   0.0013203   0.0014559   0.0016266   0.0014262   0.0012375   0.0012714   0.0013878   0.0012924   0.0011508   0.0010116   0.0009558   0.0009648 
  21.8333   0.0013404   0.0012105   0.0014145   0.0014073   0.0012987    0.001329   0.0015483   0.0014649   0.0012369    0.001194   0.0013005   0.0013194   0.0011622   0.0010413   0.0009258   0.0009342 
  22.1667   0.0013302   0.0011751   0.0013278    0.001365   0.0012966   0.0012357   0.0014259   0.0014841   0.0012636   0.0011409   0.0012048    0.001305    0.001185   0.0010641   0.0009297   0.0008898 
     22.5   0.0013296   0.0011769    0.001218   0.0013266   0.0012891   0.0011808   0.0012966   0.0014616   0.0012999   0.0011187   0.0011262   0.0012375   0.0012168   0.0010737   0.0009582   0.0008565 
  22.8333   0.0013563   0.0011859    0.001119   0.0012903   0.0012654   0.0011619   0.0011883   0.0013854   0.0013314   0.0011283   0.0010671   0.0011478   0.0012225   0.0010896    0.000984   0.0008553 
  23.1667   0.0014034   0.0011826    0.001059   0.0012345   0.0012303   0.0011622   0.0011079   0.0012729    0.001344   0.0011568    0.001029   0.0010689   0.0011769   0.0011202   0.0009939   0.0008817 
     23.5   0.0014466   0.0011694   0.0010422   0.0011475   0.0011973   0.0011604   0.0010587   0.0011595   0.0013179   0.0011886   0.0010194   0.0010077   0.0010968   0.0011403   0.0010035   0.0009099 
  23.8333   0.0014604   0.0011643   0.0010491   0.0010509    0.001173   0.0011439   0.0010413   0.0010665   0.0012444   0.0012144   0.0010353   0.0009609   0.0010188   0.0011169   0.0010296   0.0009225 
  24.1667   0.0014259   0.0011835    0.001056    0.000975   0.0011409   0.0011145   0.0010434   0.0009969   0.0011421   0.0012222   0.0010617   0.0009345   0.0009579   0.0010506   0.0010581   0.0009282 
     24.5   0.0013425   0.0012219   0.0010497   0.0009372   0.0010794   0.0010839   0.0010452   0.0009525   0.0010437   0.0011934   0.0010887   0.0009351   0.0009093   0.0009744   0.0010545   0.0009477 
  24.8333   0.0012375   0.0012597   0.0010344   0.0009321   0.0009945   0.0010641   0.0010344   0.0009369   0.0009645   0.0011223     0.00111   0.0009546   0.0008718   0.0009132    0.001005   0.0009789 
  25.1667    0.001146   0.0012786   0.0010269   0.0009405   0.0009132   0.0010473   0.0010113   0.0009405   0.0009033   0.0010296   0.0011142   0.0009786   0.0008559   0.0008658   0.0009333   0.0009909 
     25.5   0.0010854   0.0012612   0.0010401   0.0009441    0.000858   0.0010098   0.0009837   0.0009447   0.0008625   0.0009444   0.0010836   0.0010014    0.000864   0.0008247   0.0008709     0.00096 
  25.8333   0.0010509   0.0011997   0.0010707    0.000936   0.0008355   0.0009426   0.0009645   0.0009384   0.0008472   0.0008763   0.0010158   0.0010197   0.0008841   0.0007959   0.0008253   0.0008967 
  26.1667   0.0010224   0.0011109   0.0011031   0.0009207    0.000837   0.0008649   0.0009561   0.0009204   0.0008502   0.0008223   0.0009324   0.0010209   0.0009048   0.0007896   0.0007863   0.0008331 
     26.5   0.0009852   0.0010245   0.0011235   0.0009114   0.0008439   0.0008007   0.0009387   0.0008958   0.0008556   0.0007851   0.0008586   0.0009885    0.000924   0.0008025   0.0007509   0.0007869 
  26.8333    0.000942   0.0009615   0.0011181   0.0009198   0.0008445   0.0007629   0.0008922   0.0008754   0.0008526   0.0007704   0.0008004    0.000924   0.0009396   0.0008214   0.0007305   0.0007515 
  27.1667   0.0009003   0.0009243   0.0010752   0.0009438   0.0008361   0.0007521   0.0008244   0.0008685   0.0008397   0.0007734    0.000753   0.0008484   0.0009384   0.0008385    0.000732   0.0007167 
     27.5   0.0008568   0.0009009    0.001002   0.0009702   0.0008217   0.0007569   0.0007587    0.000864   0.0008193   0.0007803   0.0007188   0.0007842   0.0009051   0.0008553   0.0007473    0.000687 
  27.8333   0.0008037   0.0008736   0.0009234   0.0009894   0.0008118    0.000762   0.0007107   0.0008376   0.0007986     0.00078   0.0007044   0.0007344   0.0008433   0.0008688   0.0007638   0.0006747 
  28.1667   0.0007413    0.000837    0.000861   0.0009918   0.0008172   0.0007605   0.0006864   0.0007836   0.0007893    0.000771   0.0007068   0.0006921   0.0007746   0.0008652   0.0007785   0.0006819 
     28.5   0.0006819   0.0007998   0.0008208   0.0009645   0.0008364   0.0007515   0.0006828   0.0007212   0.0007911   0.0007548    0.000714   0.0006603   0.0007188    0.000831   0.0007938   0.0006966 
  28.8333    0.000639   0.0007659   0.0007983   0.0009066    0.000858   0.0007374   0.0006885    0.000669   0.0007818   0.0007347   0.0007158   0.0006459   0.0006756   0.0007719   0.0008058   0.0007098 
  29.1667   0.0006162   0.0007296   0.0007788   0.0008376   0.0008751   0.0007269   0.0006915   0.0006351   0.0007452   0.0007221   0.0007101   0.0006477   0.0006381   0.0007098   0.0008001   0.0007221 
     29.5   0.0006033   0.0006834   0.0007506   0.0007779   0.0008826   0.0007299   0.0006882   0.0006213   0.0006906   0.0007242   0.0006975   0.0006549   0.0006081   0.0006612   0.0007653   0.0007368 
  29.8333   0.0005868   0.0006297   0.0007164   0.0007359    0.000867   0.0007452   0.0006789   0.0006228   0.0006384    0.000726   0.0006795   0.0006582   0.0005934   0.0006237   0.0007089   0.0007476 
  30.1667    0.000561   0.0005784   0.0006855   0.0007116   0.0008232   0.0007629   0.0006654   0.0006282   0.0005988   0.0007056   0.0006639   0.0006546    0.000594   0.0005895   0.0006525   0.0007395 
     30.5   0.0005292   0.0005415   0.0006582   0.0006963   0.0007644   0.0007776   0.0006549   0.0006291   0.0005748   0.0006612   0.0006621   0.0006453   0.0006006    0.000561   0.0006105   0.0007038 
  30.8333   0.0004992   0.0005223    0.000627   0.0006765   0.0007086   0.0007869   0.0006561   0.0006246    0.000567   0.0006108   0.0006693   0.0006303   0.0006045   0.0005463   0.0005781   0.0006501 
  31.1667   0.0004773   0.0005121   0.0005868   0.0006477   0.0006666   0.0007806   0.0006684   0.0006156     0.00057   0.0005691   0.0006636   0.0006132   0.0006021   0.0005466   0.0005469   0.0005994 
     31.5   0.0004659   0.0005001   0.0005397   0.0006174   0.0006396   0.0007494   0.0006828   0.0006027   0.0005736   0.0005388   0.0006321   0.0006063   0.0005955   0.0005532   0.0005196   0.0005631 
  31.8333   0.0004602   0.0004809    0.000495   0.0005925   0.0006243   0.0006999   0.0006945   0.0005919   0.0005721    0.000522   0.0005868   0.0006135   0.0005844   0.0005574   0.0005052   0.0005349 
  32.1667   0.0004539   0.0004554   0.0004629   0.0005703   0.0006111   0.0006489   0.0007035   0.0005916   0.0005673   0.0005193   0.0005445    0.000618   0.0005688   0.0005568   0.0005046   0.0005061 
     32.5   0.0004434   0.0004287   0.0004458    0.000543   0.0005898   0.0006078   0.0007026   0.0006021   0.0005595   0.0005229   0.0005118   0.0006006   0.0005583   0.0005523   0.0005112   0.0004803 
  32.8333   0.0004284   0.0004074   0.0004377    0.000507   0.0005613    0.000579   0.0006813   0.0006141   0.0005481   0.0005244   0.0004887   0.0005634   0.0005622   0.0005442   0.0005163   0.0004659 
  33.1667   0.0004104   0.0003945   0.0004296   0.0004656   0.0005355   0.0005613   0.0006408   0.0006228   0.0005376   0.0005214   0.0004779   0.0005229   0.0005724   0.0005307   0.0005163   0.0004653 
     33.5   0.0003897   0.0003888   0.0004155   0.0004269   0.0005157   0.0005502   0.0005949   0.0006306   0.0005361   0.0005166   0.0004782   0.0004893   0.0005682   0.0005175   0.0005127   0.0004716 
  33.8333   0.0003681   0.0003858   0.0003954   0.0003984   0.0004971   0.0005361   0.0005556    0.000633   0.0005445   0.0005097   0.0004818   0.0004638   0.0005409   0.0005163    0.000507    0.000477 
  34.1667   0.0003486   0.0003804   0.0003729   0.0003834   0.0004719   0.0005127   0.0005265   0.0006195   0.0005538   0.0004989   0.0004815   0.0004467   0.0005034   0.0005277   0.0004959   0.0004782 
     34.5   0.0003345   0.0003711   0.0003522   0.0003768   0.0004395   0.0004863    0.000507   0.0005868   0.0005601   0.0004887   0.0004779   0.0004407   0.0004698   0.0005334   0.0004818   0.0004761 
  34.8333   0.0003267   0.0003585   0.0003378   0.0003708   0.0004029   0.0004656   0.0004956   0.0005463   0.0005658   0.0004869   0.0004734   0.0004431   0.0004437   0.0005184   0.0004758   0.0004719 
  35.1667   0.0003231   0.0003438   0.0003306   0.0003603    0.000369   0.0004506   0.0004866   0.0005097   0.0005706   0.0004938   0.0004671   0.0004458   0.0004233   0.0004866   0.0004845   0.0004638 
     35.5   0.0003204    0.000327   0.0003282   0.0003447   0.0003444   0.0004344   0.0004707   0.0004818    0.000564   0.0005022   0.0004569    0.000444   0.0004104   0.0004533   0.0004962   0.0004503 
  35.8333   0.0003153    0.000309   0.0003264   0.0003261   0.0003318   0.0004119   0.0004473   0.0004617   0.0005397    0.000507   0.0004464   0.0004398   0.0004077   0.0004269   0.0004926   0.0004404 
  36.1667    0.000309  0.00029277   0.0003216   0.0003078    0.000327   0.0003831   0.0004245   0.0004494   0.0005046   0.0005115   0.0004437   0.0004356    0.000411   0.0004059   0.0004686   0.0004443 
     36.5   0.0003027  0.00028059   0.0003135  0.00029307   0.0003228   0.0003513   0.0004089   0.0004422    0.000471   0.0005169   0.0004494   0.0004293   0.0004122   0.0003891   0.0004365   0.0004584 
  36.8333  0.00029556  0.00027381   0.0003033  0.00028455   0.0003153   0.0003219   0.0003972   0.0004329   0.0004449   0.0005151   0.0004563   0.0004194   0.0004092   0.0003798   0.0004095   0.0004644 
  37.1667  0.00028587  0.00027096  0.00029073  0.00028152   0.0003033   0.0003006   0.0003828   0.0004152   0.0004254   0.0004977   0.0004602   0.0004092   0.0004053   0.0003795   0.0003891   0.0004503 
     37.5  0.00027249  0.00026889  0.00027639  0.00028092  0.00028812  0.00029001   0.0003624   0.0003924   0.0004119    0.000468   0.0004635   0.0004059   0.0004017   0.0003825   0.0003717   0.0004224 
  37.8333  0.00025671  0.00026517  0.00026118  0.00027927  0.00027207  0.00028611   0.0003369   0.0003738   0.0004044   0.0004368   0.0004689   0.0004107    0.000396   0.0003825   0.0003579   0.0003948 
  38.1667  0.00024156  0.00025974   0.0002472  0.00027474  0.00025791  0.00028341   0.0003087   0.0003621   0.0003984   0.0004116    0.000471   0.0004176   0.0003861   0.0003789   0.0003516   0.0003741 
     38.5  0.00022965  0.00025407  0.00023652  0.00026736  0.00024816  0.00027792  0.00028284   0.0003528   0.0003873    0.000393   0.0004596   0.0004209   0.0003762    0.000375   0.0003531   0.0003573 
  38.8333  0.00022098  0.00024885  0.00023037  0.00025803  0.00024351   0.0002685  0.00026439   0.0003399   0.0003681   0.0003792    0.000435   0.0004227   0.0003723   0.0003723   0.0003555    0.000342 
  39.1667  0.00021276  0.00024258  0.00022791   0.0002472  0.00024231  0.00025593  0.00025488    0.000321   0.0003474   0.0003702   0.0004065   0.0004275   0.0003762   0.0003672   0.0003543   0.0003309 
     39.5  0.00020238  0.00023364  0.00022659  0.00023484   0.0002418  0.00024186  0.00025146  0.00029781   0.0003324   0.0003648   0.0003825   0.0004311   0.0003825   0.0003582   0.0003504   0.0003276 
  39.8333  0.00018981  0.00022194  0.00022404  0.00022191  0.00023967  0.00022836  0.00024945  0.00027249   0.0003237   0.0003582   0.0003645   0.0004248   0.0003855   0.0003486   0.0003474     0.00033 
  40.1667  0.00017766  0.00020919  0.00021984  0.00021003  0.00023496  0.00021768  0.00024528  0.00024936   0.0003156   0.0003447    0.000351   0.0004053   0.0003867   0.0003444   0.0003456   0.0003318 
     40.5  0.00016935  0.00019764   0.0002151  0.00020079  0.00022824  0.00021141  0.00023766  0.00023283    0.000303   0.0003252   0.0003408   0.0003795   0.0003906   0.0003474   0.0003414   0.0003294 
  40.8333  0.00016599  0.00018912  0.00021099  0.00019533  0.00022032  0.00020913  0.00022701  0.00022437  0.00028545   0.0003069   0.0003345   0.0003561   0.0003951   0.0003531   0.0003327   0.0003252 
  41.1667   0.0001653  0.00018303  0.00020703  0.00019338  0.00021123  0.00020892  0.00021495   0.0002214  0.00026406  0.00029544   0.0003306    0.000339   0.0003927   0.0003558   0.0003234   0.0003228 
     41.5  0.00016359    0.000177  0.00020136  0.00019287  0.00020085  0.00020865  0.00020301  0.00021987  0.00024117  0.00028911   0.0003225   0.0003264   0.0003777   0.0003561   0.0003186   0.0003216 
  41.8333  0.00015936   0.0001689  0.00019314  0.00019146  0.00018999  0.00020664   0.0001926  0.00021684  0.00022035  0.00028173   0.0003075   0.0003165   0.0003552   0.0003585    0.000321   0.0003177 
  42.1667  0.00015369  0.00015873  0.00018318  0.00018837  0.00018003  0.00020247  0.00018531  0.00021084  0.00020556  0.00026964  0.00028881   0.0003093   0.0003333   0.0003633   0.0003261   0.0003099 
     42.5  0.00014823  0.00014847  0.00017289  0.00018435  0.00017214  0.00019683   0.0001818  0.00020205  0.00019809  0.00025326  0.00027393   0.0003054   0.0003165   0.0003636   0.0003291   0.0003009 
  42.8333  0.00014367    0.000141  0.00016404  0.00018069  0.00016731  0.00019035  0.00018108  0.00019194  0.00019557  0.00023421   0.0002661   0.0003012   0.0003045   0.0003531   0.0003288  0.00029628 
  43.1667  0.00013995  0.00013782   0.0001578   0.0001779  0.00016563  0.00018276   0.0001815  0.00018198  0.00019458  0.00021414  0.00026169  0.00029151  0.00029511   0.0003336   0.0003297  0.00029811 
